,subject,trial,rt,choice,gaze_0,gaze_1,react_time,item_value_0,item_value_1
85,1,85,5485.479,1,0.497440572,0.502559428,5485.479,2,4
86,1,86,4941.353,1,0.595788239,0.404211761,4941.353,4,4
87,1,87,1580.206,1,0.538718865,0.461281135,1580.206,2,4
88,1,88,3148.962,0,0.527925146,0.472074854,3151.962,4,2
89,1,89,2129.2,1,0.568426977,0.431573023,2132.2,2,4
90,1,90,1528.68,0,0.5961184,0.4038816,1528.68,4,5
91,1,91,1442.214,0,0.509232162,0.490767838,1442.214,4,2
92,1,92,1628.017,0,0.551180947,0.448819053,1628.017,3,4
93,1,93,2346.231,1,0.62018025,0.37981975,2346.231,7,7
94,1,94,3316.339,0,0.619833649,0.380166351,3316.339,2,1
95,1,95,3031.183,0,0.633408005,0.366591995,3031.183,4,3
96,1,96,2266.764,0,0.658114236,0.341885764,2269.764,5,7
97,1,97,1321.42,0,0.434911844,0.565088156,1321.42,7,7
98,1,98,2265.431,1,0.696249299,0.303750701,2265.431,1,2
99,1,99,4164.13,0,0.536872019,0.463127981,4164.13,4,4
100,1,100,2726.392,0,0.704048966,0.295951034,2726.392,7,7
101,1,101,2464.949,1,0.681068076,0.318931924,2464.949,7,7
102,1,102,1844.314,1,0.601805176,0.398194824,1844.314,5,7
103,1,103,4667.099,1,0.414169542,0.585830458,4667.099,0,1
104,1,104,3192.227,0,0.731078855,0.268921145,3192.227,7,7
105,1,105,2169.18,0,0.66823462,0.33176538,2169.18,7,5
106,1,106,2349.446,1,0.676317331,0.323682669,2352.446,3,4
107,1,107,3171.303,0,0.598896076,0.401103924,3171.303,7,7
108,1,108,2993.885,0,0.757000018,0.242999982,2995.885,7,7
109,1,109,2046.197,0,0.630391768,0.369608232,2046.197,4,3
110,1,110,2000.771,0,0.676536991,0.323463009,2000.771,7,5
111,1,111,3949.34,1,0.599794444,0.400205556,3949.34,5,7
112,1,112,2302.897,1,0.66545865,0.33454135,2302.897,0,1
113,1,113,1967.521,0,0.629882539,0.370117461,1967.521,5,4
114,1,114,5436.005,0,0.682164142,0.317835858,5436.005,4,5
115,1,115,1555.042,0,0.631588879,0.368411121,1558.042,5,4
116,1,116,1991.723,0,0.63033276,0.36966724,1991.723,1,0
117,1,117,3401.665,0,0.613152924,0.386847076,3401.665,1,0
118,1,118,4202.816,1,0.660220977,0.339779023,4202.816,1,0
119,1,119,2110.906,1,0.521719546,0.478280454,2110.906,1,2
120,2,0,4393.264,0,0.558020349,0.441979651,4393.264,1,0
121,2,1,9018.968,1,0.463828515,0.536171485,9018.968,7,7
122,2,2,2271.286,1,0.537987741,0.462012259,2273.286,7,7
123,2,3,13824.456,0,0.456087309,0.543912691,14053.456,5,7
124,2,4,2308.854,0,0.706991941,0.293008059,2081.854,7,7
125,2,5,6735.222,0,0.61946685,0.38053315,6738.222,2,1
126,2,6,4220.918,0,0.638724047,0.361275953,4223.918,4,4
127,2,7,4542.711,1,0.520509321,0.479490679,4542.711,1,2
128,2,8,10213.207,1,0.653330464,0.346669536,10216.207,7,7
129,2,9,12842.266,0,0.52031085,0.47968915,12842.266,1,2
130,2,10,5697.236,0,0.573003691,0.426996309,5700.236,7,7
131,2,11,9507.452,1,0.567153841,0.432846159,9510.452,4,3
132,2,12,2202.626,0,0.647532266,0.352467734,2202.626,7,5
133,2,13,10523.383,0,0.625203787,0.374796213,10525.383,7,7
134,2,14,5659.319,0,0.610065138,0.389934862,5659.319,1,0
135,2,15,11711.122,0,0.431560897,0.568439103,11711.122,2,4
136,2,16,4957.49,0,0.690455799,0.309544201,4957.49,5,4
137,2,17,4295.431,1,0.522891251,0.477108749,4295.431,3,4
138,2,18,3120.003,0,0.745035479,0.254964521,3122.003,2,1
139,2,19,6435.686,1,0.501997195,0.498002805,6435.686,5,7
140,2,20,4288.92,1,0.520529232,0.479470768,4288.92,7,7
141,2,21,9699.076,0,0.729819936,0.270180064,9699.076,1,0
142,2,22,12993.588,0,0.545549664,0.454450336,12993.588,4,4
143,2,23,6368.911,0,0.558961246,0.441038754,6371.911,4,2
144,2,24,5931.459,0,0.569551118,0.430448882,6129.459,7,7
145,2,25,13766.499,0,0.540482955,0.459517045,13698.499,7,5
146,2,26,3602.769,1,0.424200861,0.575799139,3474.769,7,7
147,2,27,8029.58,1,0.512315035,0.487684965,8029.58,1,2
148,2,28,9357.582,1,0.496770227,0.503229773,9357.582,0,1
149,2,29,14391.407,1,0.476211196,0.523788804,14391.407,0,1
150,2,30,13627.4,1,0.409603512,0.590396488,13630.4,0,1
151,2,31,4957.208,0,0.82923775,0.17076225,4957.208,1,0
152,2,32,5640.168,0,0.689929008,0.310070992,5640.168,1,0
153,2,33,8963.665,1,0.681042622,0.318957378,8965.665,7,7
154,2,34,12768.284,0,0.564012577,0.435987423,12771.284,4,4
155,2,35,13402.299,1,0.650076462,0.349923538,13402.299,0,1
156,2,36,8565.537,0,0.523764724,0.476235276,8565.537,4,5
157,2,37,8977.981,1,0.44388205,0.55611795,8977.981,4,4
158,2,38,19471.289,1,0.46188293,0.53811707,19471.289,0,1
159,2,39,3362.804,0,0.639333333,0.360666667,5615.804,2,1
160,2,40,10371.722,1,0.50319529,0.49680471,10371.722,0,1
161,2,41,6100.871,0,0.601559066,0.398440934,6100.871,7,5
162,2,42,10341.341,1,0.586722972,0.413277028,10341.341,5,7
163,2,43,6921.445,1,0.361657175,0.638342825,6921.445,4,5
164,2,44,3024.208,0,0.660349065,0.339650935,3024.208,2,1
165,2,45,8126.898,1,0.522131768,0.477868232,8126.898,5,7
166,2,46,6204.749,0,0.702991072,0.297008928,6204.749,2,4
167,2,47,4774.057,0,0.715526351,0.284473649,4774.057,4,4
168,2,48,4717.593,0,0.678993976,0.321006024,4717.593,1,0
169,2,49,12861.619,0,0.562141646,0.437858354,13026.619,5,7
170,2,50,8381.153,0,0.664158114,0.335841886,8218.153,1,0
171,2,51,7201.565,1,0.803780042,0.196219958,7203.565,5,7
172,2,52,6935.852,1,0.519667265,0.480332735,6935.852,5,7
173,2,53,8155.782,1,0.472616311,0.527383689,8155.782,0,1
174,2,54,11231.186,0,0.600081323,0.399918677,11231.186,4,4
175,2,55,13460.855,1,0.514954824,0.485045176,13460.855,3,4
176,2,56,5129.368,0,0.721036073,0.278963927,5129.368,5,4
177,2,57,3361.537,0,0.734012179,0.265987821,3361.537,7,5
178,2,58,13908.459,0,0.598873361,0.401126639,13908.459,2,1
179,2,59,6783.104,1,0.602243082,0.397756918,6786.104,1,3
180,2,60,9203.481,0,0.604409111,0.395590889,9206.481,4,4
181,2,61,5052.915,1,0.521034726,0.478965274,5052.915,7,7
182,2,62,6342.498,0,0.803390317,0.196609683,6342.498,2,1
183,2,63,3910.52,0,0.627657383,0.372342617,3910.52,4,2
184,2,64,4594.054,1,0.619842142,0.380157858,4597.054,1,2
185,2,65,15601.451,0,0.565375218,0.434624782,15601.451,2,4
186,2,66,7309.275,1,0.460567757,0.539432243,7309.275,1,2
187,2,67,5190.82,1,0.431770338,0.568229662,5190.82,4,5
188,2,68,20879.898,0,0.537222196,0.462777804,20881.898,7,5
189,2,69,4408.831,0,0.626910867,0.373089133,4408.831,2,1
190,2,70,13117.59,0,0.593591665,0.406408335,13117.59,7,5
191,2,71,5613.966,1,0.48026984,0.51973016,5613.966,1,2
192,2,72,5082.736,0,0.597633198,0.402366802,5082.736,3,1
193,2,73,8499.643,0,0.545920989,0.454079011,8499.643,1,2
194,2,74,7979.472,0,0.685428176,0.314571824,7979.472,4,2
195,2,75,15395.867,1,0.489004806,0.510995194,15395.867,4,3
196,2,76,8201.57,0,0.51977983,0.48022017,8204.57,7,5
197,2,77,6820.168,1,0.531459232,0.468540768,6820.168,4,4
198,2,78,8076.828,0,0.546032553,0.453967447,8076.828,7,7
199,2,79,5123.042,0,0.61373707,0.38626293,5126.042,5,4
200,2,80,7575.096,0,0.487483389,0.512516611,6410.096,7,5
201,2,81,4658.442,1,0.441590062,0.558409938,4658.442,7,7
202,2,82,7008.028,0,0.639995732,0.360004268,7011.028,4,2
203,2,83,13829.928,0,0.545599007,0.454400993,13831.928,0,1
204,2,84,2747.496,0,0.658105717,0.341894283,2747.496,2,1
205,2,85,12428.383,1,0.503886863,0.496113137,12431.383,2,4
206,2,86,4775.54,0,0.63402706,0.36597294,4775.54,4,4
207,2,87,6153.953,1,0.517037376,0.482962624,6153.953,2,4
208,2,88,5461.167,0,0.579441844,0.420558156,5464.167,4,2
209,2,89,7037.482,1,0.516941445,0.483058555,7039.482,2,4
210,2,90,15416.275,1,0.562059795,0.437940205,15419.275,4,5
211,2,91,5270.916,0,0.685133126,0.314866874,5270.916,4,2
212,2,92,5931.903,1,0.560524219,0.439475781,5931.903,3,4
213,2,93,4572.768,1,0.498658951,0.501341049,4574.768,7,7
214,2,94,5824.12,0,0.592795979,0.407204021,5824.12,2,1
215,2,95,8615.398,1,0.607625246,0.392374754,8617.398,4,3
216,2,96,8031.564,1,0.614044766,0.385955234,8031.564,5,7
217,2,97,2722.327,0,0.661126144,0.338873856,2722.327,7,7
218,2,98,14101.24,1,0.528823156,0.471176844,14104.24,1,2
219,2,99,8237.123,0,0.494751381,0.505248619,8402.123,4,4
220,2,100,5628.714,0,0.713315791,0.286684209,5463.714,7,7
221,2,101,7812.105,0,0.64987225,0.35012775,7812.105,7,7
222,2,102,13191.96,0,0.598301041,0.401698959,13193.96,5,7
223,2,103,7394.705,0,0.555848358,0.444151642,7397.705,0,1
224,2,104,13209.633,0,0.603075628,0.396924372,13209.633,7,7
225,2,105,9956.088,0,0.545698003,0.454301997,9956.088,7,5
226,2,106,11160.33,0,0.622132792,0.377867208,11160.33,3,4
227,2,107,10567.69,1,0.632575661,0.367424339,10567.69,7,7
228,2,108,3856.248,1,0.518198927,0.481801073,3856.248,7,7
229,2,109,9273.443,0,0.576862351,0.423137649,9273.443,4,3
230,2,110,2950.943,0,0.708817427,0.291182573,2950.943,7,5
231,2,111,13342.428,0,0.574174297,0.425825703,13345.428,5,7
232,2,112,7723.314,1,0.568073803,0.431926197,7723.314,0,1
233,2,113,4339.511,0,0.708239438,0.291760562,4339.511,5,4
234,2,114,5191.56,1,0.576757223,0.423242777,5194.56,4,5
235,2,115,4657.154,0,0.609884137,0.390115863,4660.154,5,4
236,2,116,5824.51,0,0.563031729,0.436968271,5826.51,1,0
237,2,117,18900.494,0,0.659705562,0.340294438,18903.494,1,0
238,2,118,4334.927,0,0.735188383,0.264811617,4334.927,1,0
239,2,119,8621.08,0,0.584788863,0.415211137,8621.08,1,2
240,3,0,4612.844,1,0.533137803,0.466862197,4612.844,1,0
241,3,1,3098.964,0,0.694541456,0.305458544,3098.964,7,7
242,3,2,3949.32,0,0.703151862,0.296848138,4366.32,7,7
243,3,3,3992.314,1,0.489467499,0.510532501,3575.314,5,7
244,3,4,3063.877,0,0.678125,0.321875,3376.877,7,7
245,3,5,6334.299,1,0.545397264,0.454602736,6021.299,2,1
246,3,6,3503.517,0,0.68117501,0.31882499,3503.517,4,4
247,3,7,5757.464,1,0.382255244,0.617744756,5757.464,1,2
248,3,8,4202.759,1,0.424967885,0.575032115,4202.759,7,7
249,3,9,3362.251,1,0.41556681,0.58443319,3362.251,1,2
250,3,10,4765.607,0,0.542826867,0.457173133,4765.607,7,7
251,3,11,4393.51,0,0.502118644,0.497881356,4634.51,4,3
252,3,12,2648.53,0,0.707317073,0.292682927,2739.53,7,5
253,3,13,3205.018,1,0.480525504,0.519474496,2876.018,7,7
254,3,14,2249.129,0,0.607803647,0.392196353,2249.129,1,0
255,3,15,3368.787,1,0.410202655,0.589797345,3623.787,2,4
256,3,16,1595.809,0,0.698689373,0.301310627,1340.809,5,4
257,3,17,2598.623,0,0.647484009,0.352515991,2598.623,3,4
258,3,18,3256.513,1,0.458421964,0.541578036,3256.513,2,1
259,3,19,2950.898,1,0.346082035,0.653917965,2950.898,5,7
260,3,20,2088.328,0,0.598893499,0.401106501,2407.328,7,7
261,3,21,2892.78,0,0.5540008,0.4459992,2573.78,1,0
262,3,22,3153.39,1,0.463077814,0.536922186,3153.39,4,4
263,3,23,3489.703,0,0.581118903,0.418881097,3489.703,4,2
264,3,24,1597.213,0,0.638308399,0.361691601,1597.213,7,7
265,3,25,2715.458,0,0.6660746,0.3339254,2936.458,7,5
266,3,26,3544.648,1,0.458231955,0.541768045,3682.648,7,7
267,3,27,5488.943,1,0.315149767,0.684850233,5129.943,1,2
268,3,28,2793.11,1,0.45061721,0.54938279,2793.11,0,1
269,3,29,3888.358,1,0.506676037,0.493323963,4281.358,0,1
270,3,30,3968.847,1,0.408280621,0.591719379,3894.847,0,1
271,3,31,5034.733,0,0.592066317,0.407933683,4715.733,1,0
272,3,32,2112.499,0,0.618020305,0.381979695,2444.499,1,0
273,3,33,2296.662,0,0.666100327,0.333899673,1964.662,7,7
274,3,34,3646.655,0,0.750565185,0.249434815,3878.655,4,4
275,3,35,4058.004,1,0.469832402,0.530167598,4173.004,0,1
276,3,36,4104.806,1,0.405710886,0.594289114,4107.806,4,5
277,3,37,2157.565,0,0.633489461,0.366510539,2066.565,4,4
278,3,38,5902.977,1,0.41771852,0.58228148,5643.977,0,1
279,3,39,3965.283,0,0.728017884,0.271982116,4238.283,2,1
280,3,40,2874.212,1,0.589940324,0.410059676,3179.212,0,1
281,3,41,1905.035,0,0.611258504,0.388741496,1600.035,7,5
282,3,42,3598.064,0,0.600133372,0.399866628,3598.064,5,7
283,3,43,4363.497,1,0.494760379,0.505239621,4363.497,4,5
284,3,44,3112.865,0,0.728077945,0.271922055,3425.865,2,1
285,3,45,1884.503,0,0.484429066,0.515570934,1832.503,5,7
286,3,46,1983.844,0,0.663347349,0.336652651,1722.844,2,4
287,3,47,3481.898,1,0.407130184,0.592869816,3481.898,4,4
288,3,48,1740.578,0,0.644494757,0.355505243,1740.578,1,0
289,3,49,2775.34,1,0.425626352,0.574373648,2775.34,5,7
290,3,50,3192.21,0,0.512297899,0.487702101,3192.21,1,0
291,3,51,2788.262,0,0.46991456,0.53008544,2788.262,5,7
292,3,52,2021.154,0,0.638904893,0.361095107,2021.154,5,7
293,3,53,2046.904,0,0.631079478,0.368920522,2337.904,0,1
294,3,54,2458.908,0,0.66788071,0.33211929,2167.908,4,4
295,3,55,11284.041,0,0.695564516,0.304435484,11590.041,3,4
296,3,56,2205.452,0,0.688720174,0.311279826,2061.452,5,4
297,3,57,2938.959,1,0.44645799,0.55354201,3131.959,7,5
298,3,58,2075.831,0,0.675675676,0.324324324,2199.831,2,1
299,3,59,6006.701,1,0.453619884,0.546380116,5527.701,1,3
300,3,60,5185.448,0,0.598079914,0.401920086,5185.448,4,4
301,3,61,2171.165,0,0.545315235,0.454684765,2171.165,7,7
302,3,62,2231.588,0,0.692078617,0.307921383,2231.588,2,1
303,3,63,6749.729,0,0.58493148,0.41506852,6749.729,4,2
304,3,64,1702.985,1,0.332883827,0.667116173,1702.985,1,2
305,3,65,4327.1,1,0.370307341,0.629692659,4327.1,2,4
306,3,66,2781.398,1,0.28775381,0.71224619,2781.398,1,2
307,3,67,2153.141,0,0.665792923,0.334207077,2436.141,4,5
308,3,68,5509.326,0,0.539255684,0.460744316,5226.326,7,5
309,3,69,3790.565,0,0.562942645,0.437057355,3790.565,2,1
310,3,70,1935.545,0,0.650295892,0.349704108,1935.545,7,5
311,3,71,5071.439,1,0.47199658,0.52800342,5418.439,1,2
312,3,72,1970.037,0,0.577335575,0.422664425,1623.037,3,1
313,3,73,1915.188,0,0.631134699,0.368865301,1915.188,1,2
314,3,74,1806.863,0,0.650123588,0.349876412,1806.863,4,2
315,3,75,3215.543,0,0.554441746,0.445558254,3215.543,4,3
316,3,76,3040.316,0,0.661925602,0.338074398,3291.316,7,5
317,3,77,2795.694,1,0.494361994,0.505638006,2544.694,4,4
318,3,78,2434.871,0,0.713171702,0.286828298,2434.871,7,7
319,3,79,2171.063,0,0.631820912,0.368179088,2171.063,5,4
320,3,80,6490.153,0,0.46599777,0.53400223,6767.153,7,5
321,3,81,2569.653,1,0.467093236,0.532906764,2530.653,7,7
322,3,82,1734.384,1,0.22855096,0.77144904,1496.384,4,2
323,3,83,1816.44,0,0.673227163,0.326772837,1816.44,0,1
324,3,84,3418.283,1,0.360075519,0.639924481,3418.283,2,1
325,3,85,3388.941,1,0.40045286,0.59954714,3388.941,2,4
326,3,86,3212.035,1,0.43668515,0.56331485,3212.035,4,4
327,3,87,4191.488,1,0.545324596,0.454675404,4191.488,2,4
328,3,88,2193.673,0,0.714394678,0.285605322,2193.673,4,2
329,3,89,2866.639,1,0.417310328,0.582689672,2866.639,2,4
330,3,90,4461.154,1,0.432608892,0.567391108,4461.154,4,5
331,3,91,1790.712,0,0.584438915,0.415561085,1790.712,4,2
332,3,92,3086.176,1,0.377159936,0.622840064,3086.176,3,4
333,3,93,2421.588,1,0.271962617,0.728037383,2557.588,7,7
334,3,94,5495.088,0,0.569599339,0.430400661,5642.088,2,1
335,3,95,7992.571,1,0.431126148,0.568873852,8013.571,4,3
336,3,96,1895.259,0,0.644306804,0.355693196,1591.259,5,7
337,3,97,1717.528,0,0.626238848,0.373761152,1717.528,7,7
338,3,98,5673.799,0,0.543354943,0.456645057,5955.799,1,2
339,3,99,1735.755,0,0.599657439,0.400342561,1453.755,4,4
340,3,100,1521.761,0,0.649366881,0.350633119,1521.761,7,7
341,3,101,1839.842,0,0.663345751,0.336654249,1839.842,7,7
342,3,102,2040.446,0,0.535700272,0.464299728,2040.446,5,7
343,3,103,3775.151,0,0.629789864,0.370210136,4164.151,0,1
344,3,104,4915.342,1,0.398555832,0.601444168,4526.342,7,7
345,3,105,1945.35,0,0.517258663,0.482741337,1945.35,7,5
346,3,106,2987.049,1,0.384839138,0.615160862,2987.049,3,4
347,3,107,2836.683,1,0.346619981,0.653380019,2836.683,7,7
348,3,108,3238.171,0,0.551883167,0.448116833,3437.171,7,7
349,3,109,3324.511,0,0.714412025,0.285587975,3379.511,4,3
350,3,110,1673.779,0,0.609798426,0.390201574,1419.779,7,5
351,3,111,4260.273,1,0.348215073,0.651784927,4260.273,5,7
352,3,112,3245.341,1,0.34490085,0.65509915,3564.341,0,1
353,3,113,2464.32,0,0.702608469,0.297391531,2145.32,5,4
354,3,114,3971.055,1,0.314447592,0.685552408,4366.055,4,5
355,3,115,4124.874,0,0.538322206,0.461677794,3729.874,5,4
356,3,116,3063.151,0,0.565351895,0.434648105,3251.151,1,0
357,3,117,2784.731,0,0.5486633,0.4513367,2596.731,1,0
358,3,118,2274.323,0,0.592207792,0.407792208,3117.323,1,0
359,3,119,3210.26,1,0.424119024,0.575880976,2367.26,1,2
360,4,0,14824.897,0,0.54942559,0.45057441,14824.897,1,0
361,4,1,2083.157,1,0.513200567,0.486799433,2083.157,7,7
362,4,2,9357.174,0,0.496462042,0.503537958,9357.174,7,7
363,4,3,2825.048,0,0.461975232,0.538024768,2825.048,5,7
364,4,4,1900.572,0,0.613603217,0.386396783,1900.572,7,7
365,4,5,4876.995,0,0.545880864,0.454119136,4876.995,2,1
366,4,6,1821.439,0,0.617349866,0.382650134,1821.439,4,4
367,4,7,7493.308,1,0.551833123,0.448166877,7736.308,1,2
368,4,8,4593.317,0,0.549917857,0.450082143,4350.317,7,7
369,4,9,2388.264,0,0.574606736,0.425393264,2388.264,1,2
370,4,10,4057.351,0,0.556814293,0.443185707,4057.351,7,7
371,4,11,3000.593,0,0.695488769,0.304511231,3000.593,4,3
372,4,12,3201.176,0,0.564292615,0.435707385,3201.176,7,5
373,4,13,8467.339,0,0.508062206,0.491937794,8467.339,7,7
374,4,14,15422.37,0,0.527090616,0.472909384,15845.37,1,0
375,4,15,22416.61,0,0.563962778,0.436037222,21993.61,2,4
376,4,16,2357.467,0,0.642832083,0.357167917,2357.467,5,4
377,4,17,19852.526,1,0.492510784,0.507489216,19852.526,3,4
378,4,18,14929.605,1,0.454514152,0.545485848,14929.605,2,1
379,4,19,6802.71,1,0.444667422,0.555332578,6802.71,5,7
380,4,20,5623.276,1,0.53736346,0.46263654,5623.276,7,7
381,4,21,8088.222,0,0.488030808,0.511969192,8088.222,1,0
382,4,22,8348.753,0,0.257706165,0.742293835,8348.753,4,4
383,4,23,2068.719,0,0.624874024,0.375125976,2068.719,4,2
384,4,24,2864.606,0,0.547873563,0.452126437,2864.606,7,7
385,4,25,1555.129,0,0.608700791,0.391299209,1555.129,7,5
386,4,26,2010.556,0,0.626457704,0.373542296,2010.556,7,7
387,4,27,25299.521,0,0.456777644,0.543222356,25299.521,1,2
388,4,28,1996.359,0,0.660339694,0.339660306,1996.359,0,1
389,4,29,15235.493,1,0.530915774,0.469084226,15235.493,0,1
390,4,30,9458.254,1,0.4741048,0.5258952,9458.254,0,1
391,4,31,1876.74,0,0.627523181,0.372476819,1876.74,1,0
392,4,32,6732.502,0,0.60000013,0.39999987,6732.502,1,0
393,4,33,1564.586,0,0.559418181,0.440581819,1564.586,7,7
394,4,34,10629.362,0,0.506753133,0.493246867,10629.362,4,4
395,4,35,9460.517,1,0.409459296,0.590540704,9460.517,0,1
396,4,36,7210.473,1,0.622710475,0.377289525,7210.473,4,5
397,4,37,6251.048,0,0.641865817,0.358134183,6251.048,4,4
398,4,38,6443.423,0,0.592577386,0.407422614,6443.423,0,1
399,4,39,2842.802,0,0.538987138,0.461012862,3070.802,2,1
400,4,40,5514.536,1,0.507278221,0.492721779,5514.536,0,1
401,4,41,1932.558,0,0.630504179,0.369495821,1932.558,7,5
402,4,42,9801.449,0,0.387463777,0.612536223,9801.449,5,7
403,4,43,5940.869,1,0.54992667,0.45007333,5940.869,4,5
404,4,44,3591.975,0,0.571896135,0.428103865,3591.975,2,1
405,4,45,2463.779,0,0.632662303,0.367337697,2463.779,5,7
406,4,46,4914.518,0,0.477882518,0.522117482,4916.518,2,4
407,4,47,3861.154,0,0.526306941,0.473693059,3861.154,4,4
408,4,48,1810.596,0,0.628964898,0.371035102,1810.596,1,0
