,subject,trial,choice,rt,item_value_0,item_value_1,gaze_0,gaze_1
90,1,92,0,2358.716,82,80,0.598399804,0.401600196
92,1,94,1,1983.477,96,110,0.542169463,0.45783053700000004
94,1,96,0,3835.065,60,50,0.644743172,0.35525682799999997
96,1,98,0,3243.343,110,96,0.756965873,0.243034127
98,1,100,1,1274.981,49,50,0.4332852,0.5667148
100,1,102,0,2300.565,51,50,0.652261079,0.34773892100000003
102,1,104,1,1135.847,40,50,0.422159955,0.577840045
104,1,106,0,1851.808,85,80,0.678951108,0.321048892
106,1,108,1,4003.1240000000003,50,43,0.636556432,0.363443568
108,1,110,1,2030.128,50,60,0.511133784,0.488866216
110,1,112,0,2014.069,122,110,0.705273351,0.294726649
112,1,114,1,1453.6029999999998,80,67,0.436673937,0.563326063
114,1,116,1,1623.8970000000002,110,122,0.440965261,0.559034739
116,1,118,1,1565.164,110,112,0.5031361520000001,0.496863848
0,2,0,1,6228.547,110,131,0.57560723,0.42439277
2,2,2,0,4766.744000000001,50,44,0.794865808,0.205134192
4,2,4,1,5673.265,42,50,0.830204315,0.169795685
6,2,7,0,9776.843,110,92,0.552406805,0.447593195
8,2,10,1,10806.455,46,50,0.599278187,0.400721813
10,2,13,0,7867.571999999999,50,47,0.629828517,0.37017148299999997
12,2,16,1,7216.420999999999,64,80,0.488293479,0.511706521
14,2,20,0,15264.738000000001,50,42,0.5646078210000001,0.435392179
16,2,22,0,10502.538,77,80,0.6866407259999999,0.31335927399999997
18,2,24,1,8371.705,44,50,0.575343385,0.424656615
20,2,26,0,9256.349,50,46,0.7735677990000001,0.22643220100000003
22,2,30,1,11246.8,126,110,0.7630443690000001,0.23695563100000003
24,2,32,1,15507.063,110,126,0.40987687700000003,0.5901231229999999
26,2,34,1,15060.043,80,77,0.522569311,0.47743068899999996
28,2,36,0,4962.179,80,64,0.6255534420000001,0.374446558
30,2,38,1,6745.102,124,110,0.536510782,0.463489218
32,2,40,0,6980.156,128,110,0.5403353089999999,0.459664691
34,2,42,1,12685.652,54,50,0.521921191,0.478078809
36,2,44,1,7470.982,105,110,0.501339179,0.49866082100000003
38,2,46,0,4605.276,96,80,0.486431802,0.513568198
40,2,48,1,4717.351,110,128,0.6788244529999999,0.321175547
42,2,50,1,4786.207,110,119,0.505419107,0.49458089299999997
44,2,52,0,7383.357,58,50,0.504990174,0.49500982600000004
46,2,54,1,11765.399,74,80,0.569102918,0.43089708200000004
48,2,56,1,3989.236,66,80,0.6685750579999999,0.331424942
50,2,58,1,10580.194,94,110,0.574559893,0.425440107
52,2,60,1,6202.516,75,80,0.674492665,0.325507335
54,2,63,1,4110.9529999999995,80,94,0.572667237,0.42733276299999995
56,2,65,0,2614.124,94,80,0.6691283729999999,0.330871627
58,2,67,0,11858.61,80,66,0.501973958,0.498026042
60,2,69,1,8740.806,98,110,0.513166421,0.48683357899999996
62,2,71,0,11204.062,110,89,0.640469619,0.359530381
64,2,73,1,8140.553000000001,110,105,0.514233038,0.485766962
66,2,75,1,6838.95,80,86,0.49946954299999996,0.500530457
68,2,78,1,8328.395,45,50,0.573619305,0.426380695
70,2,80,1,7567.203,50,53,0.557549973,0.442450027
72,2,82,1,4282.2429999999995,80,88,0.567686028,0.43231397200000005
74,2,84,1,6243.72,103,110,0.554966514,0.44503348600000003
76,2,86,0,13351.711000000001,80,72,0.541425997,0.45857400299999995
78,2,88,1,4556.762,80,90,0.590291838,0.40970816200000004
80,2,90,0,10619.167,80,70,0.510633947,0.48936605299999997
82,2,92,0,6730.993,82,80,0.6388971929999999,0.361102807
84,2,94,1,7074.371999999999,96,110,0.571056911,0.428943089
86,2,96,0,15269.582,60,50,0.5147702120000001,0.485229788
88,2,98,0,6420.155,110,96,0.6384391220000001,0.361560878
90,2,100,1,4470.683,49,50,0.498582171,0.501417829
92,2,102,0,5593.92,51,50,0.5726653979999999,0.427334602
94,2,104,1,4188.963,40,50,0.46075329200000004,0.539246708
96,2,106,1,12227.283000000001,85,80,0.436591916,0.563408084
98,2,108,0,6072.679,50,43,0.612224411,0.387775589
100,2,110,1,3228.329,50,60,0.560864904,0.439135096
102,2,112,1,12912.862,122,110,0.544778712,0.45522128799999995
104,2,114,0,9558.551,80,67,0.680524303,0.319475697
106,2,116,1,18304.296000000002,110,122,0.5177261710000001,0.482273829
108,2,119,0,7476.425,110,103,0.618019574,0.38198042600000004
0,3,0,1,8280.333,110,131,0.535698561,0.464301439
2,3,2,1,8070.478,50,44,0.366108881,0.633891119
4,3,4,1,7020.031,42,50,0.396100379,0.603899621
6,3,6,1,5346.013000000001,78,80,0.559907834,0.440092166
8,3,9,1,7253.443,110,101,0.518127581,0.481872419
10,3,11,1,5040.5109999999995,80,83,0.438075585,0.561924415
12,3,13,1,3350.8259999999996,50,47,0.5409699,0.45903009999999994
14,3,15,0,5841.773,91,80,0.571709426,0.428290574
16,3,17,1,4849.473,83,80,0.488130698,0.511869302
18,3,19,0,7469.588000000001,56,50,0.540899797,0.459100203
20,3,21,0,6138.022,110,117,0.5748907120000001,0.425109288
22,3,23,1,4444.338,80,91,0.468469475,0.531530525
24,3,25,1,5440.031999999999,50,57,0.47154322200000004,0.528456778
26,3,27,1,2857.7,110,108,0.507488987,0.492511013
28,3,29,0,4792.599,131,110,0.670713195,0.329286805
30,3,31,1,4290.5,110,133,0.5699944229999999,0.430005577
32,3,33,1,3034.445,48,50,0.575245059,0.424754941
34,3,35,0,6892.869000000001,117,110,0.699638515,0.300361485
36,3,37,0,5866.721,80,78,0.583522298,0.416477702
38,3,39,1,2500.835,92,110,0.591438032,0.408561968
40,3,41,1,2432.49,50,58,0.480300678,0.519699322
42,3,43,0,3493.2009999999996,80,69,0.669247009,0.330752991
44,3,45,0,2623.875,55,50,0.6303921570000001,0.369607843
46,3,47,0,6600.851,80,75,0.598836948,0.401163052
48,3,49,0,4171.929,59,50,0.562903226,0.43709677399999997
50,3,51,0,4225.163,52,50,0.531341273,0.46865872700000005
52,3,53,0,2161.17,119,110,0.630097486,0.36990251399999996
54,3,55,0,6880.526,86,80,0.517360025,0.482639975
56,3,57,1,3599.0209999999997,50,59,0.205172414,0.7948275859999999
58,3,59,0,2104.6079999999997,110,87,0.642343031,0.357656969
60,3,61,1,1428.75,50,45,0.44732984299999995,0.552670157
62,3,63,1,2621.6490000000003,80,94,0.496395143,0.503604857
64,3,65,0,1986.401,94,80,0.646634615,0.353365385
66,3,67,0,2149.11,80,66,0.616468039,0.38353196100000003
68,3,69,1,1849.511,98,110,0.28321595899999996,0.7167840409999999
70,3,71,0,1427.93,110,89,0.66908097,0.33091903
72,3,73,1,3163.6859999999997,110,105,0.401476015,0.598523985
74,3,75,1,2408.271,80,86,0.230235784,0.7697642159999999
76,3,77,0,4161.494000000001,80,74,0.599641467,0.40035853299999996
78,3,79,1,1883.5020000000002,69,80,0.30282723899999997,0.6971727609999999
80,3,81,1,4614.063,50,40,0.517150396,0.482849604
82,3,83,0,1955.2910000000002,115,110,0.595744681,0.404255319
84,3,85,0,2504.688,90,80,0.617121355,0.382878645
86,3,87,0,3871.268,93,80,0.539272274,0.460727726
88,3,89,0,3182.992,88,80,0.627873563,0.37212643700000003
90,3,91,1,3832.5229999999997,80,93,0.561487415,0.438512585
92,3,93,0,4296.539000000001,50,41,0.463253846,0.536746154
94,3,95,1,1615.953,80,85,0.31328116300000003,0.686718837
96,3,97,1,4026.835,41,50,0.326970723,0.673029277
98,3,99,1,5104.126,72,80,0.380628639,0.619371361
100,3,101,1,1598.885,43,50,0.387912583,0.612087417
102,3,103,0,4246.255,112,110,0.572762219,0.42723778100000004
104,3,105,0,4183.034000000001,50,51,0.484038911,0.515961089
106,3,107,1,4202.163,50,49,0.35804782,0.64195218
108,3,109,1,1870.494,80,82,0.32510822699999997,0.6748917729999999
110,3,111,1,2082.474,53,50,0.287314429,0.712685571
112,3,113,1,1543.8870000000002,67,80,0.339590444,0.6604095560000001
114,3,115,1,6240.445,70,80,0.356810745,0.643189255
116,3,117,0,2788.367,110,115,0.640389725,0.359610275
118,3,119,1,2711.223,110,103,0.27244051399999997,0.727559486
0,4,0,1,3753.06,110,131,0.47148133600000003,0.528518664
2,4,2,1,7578.454000000001,50,44,0.558374983,0.441625017
4,4,4,1,3215.312,42,50,0.466484089,0.5335159110000001
6,4,6,1,1587.5710000000001,78,80,0.560239583,0.439760417
8,4,8,0,2550.21,50,48,0.56159335,0.43840665
10,4,10,1,1793.4820000000002,46,50,0.567954729,0.432045271
12,4,12,1,1880.9779999999998,50,56,0.628707817,0.371292183
14,4,14,1,9843.826,110,124,0.503609822,0.49639017799999996
16,4,16,1,1902.12,64,80,0.477868389,0.522131611
18,4,18,1,2634.23,101,110,0.499746416,0.500253584
20,4,20,1,4955.317,50,42,0.505448242,0.49455175799999995
22,4,22,1,11515.408000000001,77,80,0.466909773,0.5330902270000001
24,4,24,1,3137.373,44,50,0.467783785,0.532216215
26,4,26,1,2057.448,50,46,0.38075816,0.61924184
28,4,28,0,1873.12,133,110,0.620075385,0.379924615
30,4,30,0,5174.183,126,110,0.543936374,0.456063626
32,4,32,1,2648.8920000000003,110,126,0.645635534,0.354364466
34,4,34,1,5846.379,80,77,0.587456616,0.41254338399999996
36,4,36,0,4492.143,80,64,0.565354135,0.434645865
38,4,38,1,5841.602,124,110,0.58147573,0.41852427
40,4,40,0,17445.725,128,110,0.487261657,0.512738343
42,4,42,0,4883.308,54,50,0.566038072,0.433961928
44,4,44,1,2097.817,105,110,0.653833239,0.346166761
46,4,46,0,5068.0470000000005,96,80,0.595353665,0.404646335
48,4,48,1,4783.775,110,128,0.659470114,0.340529886
50,4,50,1,3058.329,110,119,0.475969576,0.524030424
52,4,52,0,3045.3459999999995,58,50,0.522633941,0.477366059
54,4,54,1,1471.6870000000001,74,80,0.46382366399999997,0.536176336
56,4,56,1,1535.682,66,80,0.46117855399999996,0.538821446
58,4,58,1,2981.7509999999997,94,110,0.533310751,0.466689249
60,4,60,1,1608.882,75,80,0.46628742,0.53371258
62,4,62,1,1774.399,89,110,0.5222817479999999,0.477718252
64,4,64,0,3033.366,110,98,0.527313221,0.472686779
66,4,66,1,2043.1570000000002,110,94,0.546746901,0.453253099
68,4,68,1,1632.8039999999999,50,54,0.47183634399999996,0.528163656
70,4,70,1,4730.624,50,52,0.516322068,0.48367793200000003
72,4,72,1,1735.195,87,110,0.469452507,0.5305474929999999
74,4,74,1,1572.06,80,96,0.49820955899999997,0.501790441
76,4,76,1,2891.789,50,55,0.496777109,0.5032228910000001
78,4,79,1,1694.0629999999999,69,80,0.5153110470000001,0.484688953
80,4,83,0,2248.756,115,110,0.621736991,0.378263009
82,4,85,0,2477.286,90,80,0.6202050889999999,0.379794911
84,4,87,0,3301.402,93,80,0.43186396200000005,0.568136038
86,4,89,0,7973.228,88,80,0.449118667,0.550881333
88,4,92,1,8348.35,82,80,0.459313969,0.540686031
90,4,94,1,1956.746,96,110,0.38379008200000003,0.616209918
92,4,96,0,4671.155,60,50,0.40771028,0.59228972
94,4,98,0,2795.518,110,96,0.624732779,0.37526722100000004
96,4,100,1,19451.716,49,50,0.439052357,0.560947643
98,4,102,1,3079.7329999999997,51,50,0.5581667920000001,0.441833208
100,4,104,1,15340.948999999999,40,50,0.5808662920000001,0.419133708
102,4,106,1,13427.761,85,80,0.560846217,0.43915378299999996
104,4,108,0,8288.198,50,43,0.50653511,0.49346489
106,4,110,1,7507.571999999999,50,60,0.437293592,0.5627064079999999
108,4,112,0,11606.771999999999,122,110,0.402543064,0.597456936
110,4,114,0,18886.015,80,67,0.61470496,0.38529504
112,4,116,0,7399.05,110,122,0.5843847839999999,0.415615216
114,4,118,1,3355.031,110,112,0.45662233,0.54337767
0,5,0,1,2956.698,110,131,0.527113452,0.47288654799999996
2,5,2,0,3152.05,50,44,0.536479833,0.46352016700000004
4,5,4,1,2396.847,42,50,0.5359901770000001,0.464009823
6,5,6,1,3855.4390000000003,78,80,0.5585507279999999,0.441449272
8,5,8,1,4217.473,50,48,0.504126427,0.49587357299999996
10,5,10,0,3757.45,46,50,0.551752125,0.448247875
12,5,12,1,3177.4640000000004,50,56,0.503142266,0.496857734
14,5,14,1,2960.2129999999997,110,124,0.536456575,0.463543425
16,5,17,1,4347.116,83,80,0.487364919,0.512635081
18,5,19,0,2847.962,56,50,0.531638944,0.468361056
20,5,21,1,5172.947,110,117,0.487741425,0.512258575
22,5,23,1,5466.552,80,91,0.555111727,0.44488827299999995
24,5,25,1,2538.419,50,57,0.49361594200000003,0.506384058
26,5,27,1,5031.74,110,108,0.520805611,0.479194389
28,5,29,0,1993.8239999999998,131,110,0.644795606,0.355204394
30,5,31,1,2861.5820000000003,110,133,0.560709817,0.43929018299999995
32,5,33,1,4486.102,48,50,0.53661781,0.46338219
34,5,35,1,8519.964,117,110,0.473352844,0.526647156
36,5,37,0,5106.462,80,78,0.486534333,0.5134656670000001
38,5,39,1,2672.4709999999995,92,110,0.579613122,0.42038687799999996
40,5,41,1,2874.8390000000004,50,58,0.48108357799999996,0.518916422
42,5,43,0,3386.571,80,69,0.57035967,0.42964033
44,5,45,0,3221.33,55,50,0.566565594,0.433434406
46,5,47,0,5391.25,80,75,0.522149945,0.477850055
48,5,49,1,3983.248,59,50,0.535293217,0.46470678299999996
50,5,51,1,2972.6020000000003,52,50,0.495337635,0.504662365
52,5,53,0,5967.203,119,110,0.468024789,0.531975211
54,5,55,0,4803.215,86,80,0.5188113329999999,0.481188667
56,5,57,1,2408.256,50,59,0.509489448,0.49051055200000004
58,5,59,0,2855.139,110,87,0.664567286,0.33543271399999997
60,5,61,0,2420.489,50,45,0.687183597,0.312816403
62,5,63,1,4451.385,80,94,0.501079274,0.49892072600000004
64,5,65,0,1995.119,94,80,0.646030526,0.353969474
66,5,67,1,7825.448,80,66,0.47118896899999996,0.528811031
68,5,69,0,7236.5509999999995,98,110,0.5596362220000001,0.440363778
70,5,71,0,3060.255,110,89,0.563862623,0.43613737700000005
72,5,73,0,6352.37,110,105,0.634559406,0.365440594
74,5,75,1,7417.97,80,86,0.552977407,0.44702259299999997
76,5,77,0,3980.034,80,74,0.609244924,0.39075507600000003
78,5,79,1,3418.941,69,80,0.504886133,0.49511386700000004
80,5,82,1,4202.552,80,88,0.493803179,0.506196821
82,5,84,1,6468.345,103,110,0.532078621,0.46792137899999997
84,5,86,0,5120.399,80,72,0.521007974,0.478992026
86,5,88,1,2685.014,80,90,0.48748293200000004,0.512517068
88,5,90,0,2767.752,80,70,0.735716411,0.264283589
90,5,92,1,6286.696,82,80,0.550091607,0.44990839299999996
92,5,94,1,5131.492,96,110,0.561132423,0.438867577
94,5,96,0,3509.3709999999996,60,50,0.6071030079999999,0.39289699200000006
96,5,98,0,3216.242,110,96,0.752659993,0.247340007
98,5,100,0,3339.6440000000002,49,50,0.614676286,0.385323714
100,5,102,1,9921.860999999999,51,50,0.5671085339999999,0.432891466
102,5,104,1,3274.7129999999997,40,50,0.552214303,0.44778569700000004
104,5,106,1,2880.1620000000003,85,80,0.510203728,0.48979627200000003
106,5,108,0,7705.144,50,43,0.583698214,0.416301786
108,5,110,1,1684.1270000000002,50,60,0.449020739,0.550979261
110,5,112,0,3929.4790000000003,122,110,0.587720505,0.412279495
112,5,114,1,7090.406999999999,80,67,0.587248698,0.41275130200000004
114,5,116,1,3887.278,110,122,0.564781239,0.435218761
116,5,118,1,4561.733,110,112,0.529932419,0.470067581
0,6,0,1,4851.7970000000005,110,131,0.375473591,0.624526409
2,6,2,0,4002.002,50,44,0.608208955,0.391791045
4,6,4,1,2004.751,42,50,0.5579809,0.4420191
6,6,6,1,3420.4,78,80,0.559651969,0.44034803100000003
8,6,9,1,3058.3779999999997,110,101,0.497857275,0.502142725
10,6,11,1,5138.157999999999,80,83,0.48964102,0.51035898
12,6,13,1,6180.061,50,47,0.56355636,0.43644364
14,6,15,0,3024.093,91,80,0.6358524170000001,0.364147583
16,6,17,0,3916.881,83,80,0.634075225,0.365924775
18,6,19,0,3214.156,56,50,0.599235868,0.40076413200000005
20,6,21,0,5081.537,110,117,0.626830697,0.37316930299999995
22,6,23,1,3137.0879999999997,80,91,0.521297738,0.47870226200000005
24,6,25,1,3210.695,50,57,0.591016749,0.408983251
26,6,27,1,2899.1479999999997,110,108,0.550759401,0.44924059899999996
28,6,29,0,2914.8,131,110,0.765936255,0.234063745
30,6,31,1,3288.96,110,133,0.605538754,0.394461246
32,6,33,1,2498.831,48,50,0.47337668,0.52662332
34,6,35,0,2739.551,117,110,0.553921569,0.446078431
36,6,37,1,3378.2690000000002,80,78,0.548431105,0.451568895
38,6,39,1,2794.449,92,110,0.612125556,0.387874444
40,6,41,1,2004.993,50,58,0.332567507,0.667432493
42,6,43,1,1711.7420000000002,80,69,0.477310092,0.5226899079999999
44,6,45,0,5225.785,55,50,0.494627716,0.505372284
46,6,47,1,3621.255,80,75,0.531420687,0.468579313
48,6,49,0,3613.889,59,50,0.6198119670000001,0.380188033
50,6,51,1,2386.248,52,50,0.395629511,0.604370489
52,6,53,0,2065.98,119,110,0.620571429,0.379428571
54,6,55,0,2003.695,86,80,0.516540739,0.48345926100000003
56,6,57,1,2217.916,50,59,0.436435755,0.563564245
58,6,59,0,1797.961,110,87,0.62749092,0.37250908
60,6,61,0,3844.0879999999997,50,45,0.546795441,0.453204559
62,6,63,1,2088.88,80,94,0.452917413,0.547082587
64,6,65,0,2712.239,94,80,0.633341726,0.366658274
66,6,67,0,1890.398,80,66,0.599736835,0.400263165
68,6,69,0,3297.712,98,110,0.621264767,0.37873523299999995
70,6,71,0,1800.0410000000002,110,89,0.655094214,0.344905786
72,6,73,0,3231.4590000000003,110,105,0.584511785,0.415488215
74,6,75,1,3646.764,80,86,0.504226365,0.495773635
76,6,77,1,3670.988,80,74,0.5877992129999999,0.412200787
78,6,79,1,3099.9709999999995,69,80,0.5717269739999999,0.428273026
80,6,81,0,1555.681,50,40,0.604416398,0.39558360200000003
82,6,83,0,1884.3329999999999,115,110,0.635452103,0.364547897
84,6,85,0,2420.2070000000003,90,80,0.563741755,0.436258245
86,6,87,0,1927.5520000000001,93,80,0.720344962,0.279655038
88,6,89,1,2021.136,88,80,0.501056814,0.49894318600000004
90,6,91,1,3532.94,80,93,0.46720927100000004,0.532790729
92,6,93,0,2658.4509999999996,50,41,0.559404179,0.440595821
94,6,95,1,1283.366,80,85,0.475982533,0.5240174670000001
96,6,97,1,1179.067,41,50,0.439044731,0.560955269
98,6,99,1,1342.918,72,80,0.40038001,0.59961999
100,6,101,1,2081.146,43,50,0.47030001899999996,0.529699981
102,6,103,1,2602.75,112,110,0.47813688200000004,0.521863118
104,6,105,1,1198.59,50,51,0.45153740200000003,0.548462598
106,6,107,1,2031.543,50,49,0.44162648200000004,0.558373518
108,6,109,0,2551.144,80,82,0.734156609,0.26584339100000004
110,6,111,0,3041.2090000000003,53,50,0.559791377,0.44020862299999997
112,6,113,1,1921.719,67,80,0.606464916,0.393535084
114,6,115,1,2503.706,70,80,0.592826599,0.407173401
116,6,117,1,1684.625,110,115,0.560248552,0.439751448
118,6,119,0,5907.275,110,103,0.706709957,0.293290043
0,7,0,1,4083.058,110,131,0.663525281,0.336474719
2,7,2,0,11158.921999999999,50,44,0.55465723,0.44534277
4,7,4,1,1564.9229999999998,42,50,0.562262728,0.437737272
6,7,6,0,9450.808,78,80,0.567226085,0.432773915
8,7,8,1,1721.744,50,48,0.47548291200000004,0.524517088
10,7,10,1,3334.369,46,50,0.633791096,0.366208904
12,7,12,1,1496.54,50,56,0.45648342,0.54351658
14,7,14,0,9395.325,110,124,0.483945234,0.516054766
16,7,16,1,1513.154,64,80,0.494324999,0.5056750010000001
18,7,18,1,8147.533,101,110,0.405724025,0.594275975
20,7,20,1,3034.284,50,42,0.630092836,0.369907164
22,7,22,1,2979.43,77,80,0.562907829,0.43709217100000003
24,7,24,1,2417.411,44,50,0.586584463,0.41341553700000006
26,7,26,1,12443.438999999998,50,46,0.537883629,0.462116371
28,7,28,1,7794.385,133,110,0.5555855820000001,0.444414418
30,7,32,1,3440.1220000000003,110,126,0.6990291259999999,0.300970874
32,7,34,1,3003.111,80,77,0.5474522510000001,0.452547749
34,7,36,0,2465.224,80,64,0.696521044,0.303478956
36,7,38,0,5583.298000000001,124,110,0.576454737,0.42354526299999995
38,7,40,0,4146.1320000000005,128,110,0.55376747,0.44623253
40,7,42,1,2065.1079999999997,54,50,0.452461049,0.547538951
42,7,44,0,14248.641000000001,105,110,0.511747288,0.48825271200000003
44,7,46,1,5118.518,96,80,0.605343857,0.39465614299999996
46,7,48,1,12748.498,110,128,0.47323131799999996,0.526768682
48,7,50,1,2412.444,110,119,0.5933077760000001,0.406692224
50,7,52,0,6057.979,58,50,0.5394316029999999,0.460568397
52,7,54,1,2718.7740000000003,74,80,0.521306226,0.47869377399999996
54,7,56,1,1263.261,66,80,0.516180861,0.483819139
56,7,58,1,3093.112,94,110,0.539421145,0.460578855
58,7,60,1,8186.085,75,80,0.49830953,0.50169047
60,7,62,1,3480.991,89,110,0.6275963520000001,0.372403648
62,7,64,0,2569.138,110,98,0.621643003,0.37835699700000003
64,7,66,0,2316.53,110,94,0.665490213,0.334509787
66,7,68,0,4197.348,50,54,0.563816764,0.43618323600000003
68,7,70,1,2367.676,50,52,0.5592591339999999,0.440740866
70,7,72,1,2718.215,87,110,0.5589979389999999,0.441002061
72,7,74,1,4727.753,80,96,0.841606463,0.158393537
74,7,76,1,1443.693,50,55,0.5173115739999999,0.482688426
76,7,78,1,5322.768,45,50,0.470224739,0.529775261
78,7,80,0,4640.823,50,53,0.7006805840000001,0.299319416
80,7,82,1,1488.7679999999998,80,88,0.48438770700000006,0.515612293
82,7,84,1,3948.7670000000003,103,110,0.734498251,0.265501749
84,7,86,1,2251.195,80,72,0.55601257,0.44398743
86,7,88,1,2808.5040000000004,80,90,0.612804547,0.38719545299999997
88,7,90,1,2766.042,80,70,0.460298859,0.539701141
90,7,92,0,4606.689,82,80,0.506257364,0.493742636
92,7,94,1,1383.182,96,110,0.445501197,0.554498803
94,7,96,0,12090.306,60,50,0.746798345,0.253201655
96,7,98,1,2550.215,110,96,0.514429031,0.48557096899999996
98,7,100,0,3341.0820000000003,49,50,0.604711541,0.395288459
100,7,102,0,3425.812,51,50,0.60693142,0.39306858
102,7,104,1,1216.547,40,50,0.395701415,0.604298585
104,7,106,0,3399.8779999999997,85,80,0.560325106,0.439674894
106,7,108,1,2355.175,50,43,0.500599234,0.499400766
108,7,110,1,1541.305,50,60,0.550118091,0.44988190899999997
110,7,112,1,1410.329,122,110,0.483443621,0.516556379
112,7,114,0,2630.958,80,67,0.536937829,0.463062171
114,7,116,1,1521.71,110,122,0.416505157,0.583494843
116,7,118,1,2661.007,110,112,0.485644578,0.5143554220000001
0,8,0,1,4993.562,110,131,0.432754335,0.567245665
2,8,2,1,4768.419,50,44,0.463119849,0.536880151
4,8,4,1,7010.269,42,50,0.46558442899999997,0.534415571
6,8,6,0,2028.401,78,80,0.59468611,0.40531389
8,8,8,0,1904.9029999999998,50,48,0.580280942,0.419719058
10,8,10,1,1789.5910000000001,46,50,0.391322916,0.608677084
12,8,12,1,1430.6329999999998,50,56,0.396237202,0.603762798
14,8,14,0,2698.17,110,124,0.5581602529999999,0.441839747
16,8,16,1,2213.166,64,80,0.47633903899999996,0.523660961
18,8,18,0,3723.87,101,110,0.49639648200000003,0.5036035179999999
20,8,20,0,3688.427,50,42,0.49903151,0.50096849
22,8,22,0,2141.277,77,80,0.515501135,0.484498865
24,8,24,1,1751.997,44,50,0.423436265,0.576563735
26,8,26,1,3260.446,50,46,0.476121688,0.523878312
28,8,28,1,3064.343,133,110,0.504152765,0.495847235
30,8,30,0,2689.534,126,110,0.582684467,0.41731553299999996
32,8,32,1,1819.5729999999999,110,126,0.475262699,0.524737301
34,8,34,1,1524.247,80,77,0.314378192,0.6856218079999999
36,8,36,0,2025.769,80,64,0.565304785,0.434695215
38,8,38,0,2225.989,124,110,0.637870189,0.362129811
40,8,40,1,3815.0209999999997,128,110,0.35392504399999997,0.646074956
42,8,42,1,1627.54,54,50,0.39924603399999997,0.600753966
44,8,44,1,2685.763,105,110,0.43530623799999996,0.564693762
46,8,46,1,3338.1490000000003,96,80,0.498219663,0.501780337
48,8,49,0,2263.993,59,50,0.603831236,0.396168764
50,8,51,0,2290.511,52,50,0.628877159,0.37112284100000004
52,8,53,1,3191.691,119,110,0.455532097,0.5444679029999999
54,8,55,0,5151.366,86,80,0.50739373,0.49260627
56,8,57,1,1429.8670000000002,50,59,0.47454503200000003,0.525454968
58,8,59,1,3949.258,110,87,0.417624395,0.582375605
60,8,61,0,2724.465,50,45,0.610049602,0.389950398
62,8,63,1,2662.8309999999997,80,94,0.518373107,0.48162689299999994
64,8,65,0,2168.314,94,80,0.622494432,0.37750556799999996
66,8,67,1,2734.053,80,66,0.47251764399999996,0.527482356
