,subject,trial,choice,rt,item_value_0,item_value_1,gaze_0,gaze_1
28,2,28,1,9357.582,7,6,0.4967702272960043,0.5032297727039957
30,2,30,1,13627.4,7,6,0.40960351165197534,0.5903964883480247
32,2,32,0,5640.168000000002,6,7,0.6899290083722737,0.3100709916277264
34,2,34,0,12768.284,3,3,0.5640125772507497,0.4359874227492504
36,2,36,0,8565.537,3,2,0.5237647237438541,0.476235276256146
38,2,38,1,19471.289,7,6,0.4618829302841985,0.5381170697158015
40,2,40,1,10371.722,7,6,0.5031952900920847,0.4968047099079153
42,2,42,1,10341.341,2,0,0.5867229724351742,0.4132770275648257
44,2,44,0,3024.208,5,6,0.6603490653257267,0.3396509346742733
46,2,46,0,6204.749,5,3,0.7029910722964221,0.2970089277035779
48,2,48,0,4717.593,6,7,0.6789939761637203,0.3210060238362797
50,2,50,0,8381.153,6,7,0.6641581143597595,0.3358418856402406
52,2,52,1,6935.852,2,0,0.519667265317451,0.480332734682549
54,2,54,0,11231.186000000005,3,3,0.6000813229979467,0.3999186770020533
56,2,56,0,5129.3679999999995,2,3,0.7210360728376032,0.2789639271623968
58,2,58,0,13908.458999999999,5,6,0.5988733613757132,0.4011266386242867
60,2,60,0,9203.481,3,3,0.6044091113640488,0.3955908886359512
62,2,62,0,6342.498000000001,5,6,0.8033903166162111,0.1966096833837889
64,2,64,1,4594.054,6,5,0.6198421417082512,0.3801578582917488
66,2,66,1,7309.275,6,5,0.4605677567380204,0.5394322432619796
68,2,68,0,20879.898,0,2,0.5372221955858622,0.4627778044141378
70,2,70,0,13117.59,0,2,0.5935916651636385,0.4064083348363616
72,2,72,0,5082.736,4,6,0.5976331977352869,0.4023668022647131
74,2,74,0,7979.472,3,5,0.6854281764258001,0.3145718235741999
76,2,76,0,8201.57,0,2,0.5197798300215611,0.4802201699784389
78,2,78,0,8076.828,0,0,0.5460325534079349,0.4539674465920651
80,2,80,0,7575.096,0,2,0.4874833885291202,0.5125166114708799
82,2,82,0,7008.028,3,5,0.6399957324375256,0.36000426756247444
84,2,84,0,2747.4959999999996,5,6,0.6581057174761301,0.34189428252386994
86,2,86,0,4775.54,3,3,0.6340270595337822,0.3659729404662177
88,2,88,0,5461.1669999999995,3,5,0.5794418435600522,0.4205581564399478
90,2,90,1,15416.275,3,2,0.5620597952291361,0.43794020477086404
92,2,92,1,5931.903,4,3,0.5605242187050898,0.43947578129491016
94,2,94,0,5824.12,5,6,0.5927959791511541,0.4072040208488459
96,2,96,1,8031.564,2,0,0.6140447658012625,0.3859552341987374
98,2,98,1,14101.24,6,5,0.5288231555080831,0.471176844491917
100,2,100,0,5628.714,0,0,0.7133157911068847,0.28668420889311536
102,2,102,0,13191.96,2,0,0.5983010407792656,0.4016989592207344
104,2,104,0,13209.633,0,0,0.603075628347425,0.3969243716525749
106,2,106,0,11160.33,4,3,0.6221327920379536,0.3778672079620465
108,2,108,1,3856.248,0,0,0.5181989269717879,0.481801073028212
110,2,110,0,2950.9429999999998,0,2,0.7088174274240305,0.2911825725759695
112,2,112,1,7723.314,7,6,0.5680738029803235,0.4319261970196765
114,2,114,1,5191.56,3,2,0.5767572229409228,0.4232427770590773
116,2,116,0,5824.51,6,7,0.5630317291139979,0.4369682708860021
118,2,118,0,4334.927,6,7,0.7351883834566971,0.2648116165433029
0,3,0,1,4612.844,6,7,0.5331378034722497,0.4668621965277503
2,3,2,0,3949.32,0,0,0.7031518624641834,0.2968481375358166
4,3,4,0,3063.877,0,0,0.678125,0.321875
6,3,6,0,3503.517000000001,3,3,0.6811750103697828,0.3188249896302172
8,3,8,1,4202.759,0,0,0.4249678850564052,0.5750321149435949
10,3,10,0,4765.607,0,0,0.5428268670518288,0.4571731329481711
12,3,12,0,2648.53,0,2,0.7073170731707317,0.2926829268292683
14,3,14,0,2249.129,6,7,0.607803647426079,0.3921963525739211
16,3,16,0,1595.809,2,3,0.6986893733559366,0.3013106266440634
18,3,18,1,3256.513,5,6,0.4584219643682326,0.5415780356317673
20,3,20,0,2088.328,0,0,0.598893499308437,0.40110650069156295
22,3,22,1,3153.39,3,3,0.4630778136111801,0.5369221863888199
24,3,24,0,1597.213,0,0,0.6383083986542523,0.3616916013457477
26,3,26,1,3544.6479999999997,0,0,0.4582319545823195,0.5417680454176804
28,3,28,1,2793.11,7,6,0.4506172102336283,0.5493827897663717
30,3,30,1,3968.847,7,6,0.4082806210465785,0.5917193789534215
32,3,32,0,2112.499,6,7,0.618020304568528,0.3819796954314721
34,3,34,0,3646.655,3,3,0.7505651846269782,0.2494348153730219
36,3,36,1,4104.806,3,2,0.4057108863771565,0.5942891136228435
38,3,38,1,5902.977,7,6,0.4177185199553186,0.5822814800446814
40,3,40,1,2874.212,7,6,0.5899403239556692,0.4100596760443308
42,3,42,0,3598.064000000001,2,0,0.6001333724425458,0.39986662755745417
44,3,44,0,3112.865,5,6,0.7280779450841453,0.27192205491585475
46,3,46,0,1983.844,5,3,0.6633473489184163,0.3366526510815837
48,3,48,0,1740.578,6,7,0.6444947573432744,0.3555052426567256
50,3,50,0,3192.21,6,7,0.5122978989434273,0.4877021010565728
52,3,52,0,2021.154,2,0,0.638904892838702,0.361095107161298
54,3,54,0,2458.908,3,3,0.6678807096733157,0.3321192903266843
56,3,56,0,2205.452,2,3,0.6887201735357917,0.31127982646420826
58,3,58,0,2075.831,5,6,0.6756756756756757,0.32432432432432434
60,3,60,0,5185.448,3,3,0.5980799144309692,0.4019200855690308
62,3,62,0,2231.5879999999997,5,6,0.6920786169689991,0.30792138303100103
64,3,64,1,1702.985,6,5,0.33288382694117125,0.6671161730588286
66,3,66,1,2781.3979999999997,6,5,0.2877538096225328,0.7122461903774673
68,3,68,0,5509.326,0,2,0.5392556836293794,0.4607443163706206
70,3,70,0,1935.545,0,2,0.6502958918811368,0.3497041081188632
72,3,72,0,1970.037,4,6,0.5773355752210209,0.4226644247789792
74,3,74,0,1806.8629999999998,3,5,0.6501235883373714,0.3498764116626287
76,3,76,0,3040.316,0,2,0.661925601750547,0.33807439824945296
78,3,78,0,2434.871,0,0,0.7131717022300181,0.2868282977699819
80,3,80,0,6490.153,0,2,0.4659977703455964,0.5340022296544036
82,3,82,1,1734.384,3,5,0.22855096018134385,0.7714490398186562
84,3,84,1,3418.283,5,6,0.3600755189155633,0.6399244810844367
86,3,86,1,3212.035,3,3,0.4366851496473966,0.5633148503526034
88,3,88,0,2193.673,3,5,0.7143946782208375,0.2856053217791625
90,3,90,1,4461.154,3,2,0.4326088924138502,0.5673911075861499
92,3,92,1,3086.176,4,3,0.37715993577586576,0.6228400642241342
94,3,94,0,5495.088000000002,5,6,0.5695993391160677,0.43040066088393225
96,3,96,0,1895.259,2,0,0.6443068036064525,0.3556931963935475
98,3,98,0,5673.799,6,5,0.543354943273906,0.45664505672609396
100,3,100,0,1521.761,0,0,0.6493668810052989,0.3506331189947009
102,3,102,0,2040.4460000000001,2,0,0.5357002717171867,0.4642997282828133
104,3,104,1,4915.3420000000015,0,0,0.3985558316185564,0.6014441683814437
106,3,106,1,2987.0490000000004,4,3,0.3848391383654239,0.6151608616345762
108,3,108,0,3238.171,0,0,0.5518831667947732,0.4481168332052268
110,3,110,0,1673.779,0,2,0.6097984263748091,0.390201573625191
112,3,112,1,3245.341,7,6,0.3449008498583569,0.6550991501416431
114,3,114,1,3971.055,3,2,0.3144475920679887,0.6855524079320113
116,3,116,0,3063.151,6,7,0.5653518948182521,0.4346481051817479
118,3,118,0,2274.323,6,7,0.5922077922077922,0.4077922077922078
0,4,0,0,14824.896999999999,6,7,0.5494255903714125,0.4505744096285874
2,4,2,0,9357.174,0,0,0.4964620416413254,0.5035379583586747
4,4,4,0,1900.5720000000001,0,0,0.6136032172818685,0.3863967827181316
6,4,6,0,1821.4389999999999,3,3,0.6173498656383279,0.38265013436167206
8,4,8,0,4593.317,0,0,0.5499178565607977,0.4500821434392022
10,4,10,0,4057.3509999999997,0,0,0.5568142934437487,0.44318570655625134
12,4,12,0,3201.176,0,2,0.5642926145832745,0.4357073854167256
14,4,14,0,15422.37,6,7,0.527090615756924,0.4729093842430761
16,4,16,0,2357.467,2,3,0.6428320830697659,0.3571679169302341
18,4,18,1,14929.605,5,6,0.45451415191791206,0.5454858480820879
20,4,20,1,5623.276,0,0,0.5373634603237986,0.4626365396762014
22,4,22,0,8348.753,3,3,0.2577061652477052,0.7422938347522948
24,4,24,0,2864.6059999999998,0,0,0.5478735632637939,0.4521264367362061
26,4,26,0,2010.556,0,0,0.6264577043394942,0.3735422956605058
28,4,28,0,1996.359,7,6,0.6603396941590276,0.3396603058409724
30,4,30,1,9458.254,7,6,0.474104800239668,0.525895199760332
32,4,32,0,6732.5019999999995,6,7,0.6000001302400878,0.3999998697599122
34,4,34,0,10629.362,3,3,0.506753132733444,0.49324686726655603
36,4,36,1,7210.473000000001,3,2,0.6227104749383137,0.3772895250616864
38,4,38,0,6443.4230000000025,7,6,0.5925773862431105,0.4074226137568896
40,4,40,1,5514.536,7,6,0.5072782206986717,0.4927217793013284
42,4,42,0,9801.449,2,0,0.38746377711896135,0.6125362228810387
44,4,44,0,3591.975,5,6,0.5718961346325242,0.4281038653674758
46,4,46,0,4914.518,5,3,0.4778825176679918,0.5221174823320082
48,4,48,0,1810.596,6,7,0.6289648983536396,0.3710351016463604
50,4,50,0,2444.855,6,7,0.675091804665917,0.324908195334083
52,4,52,0,15007.925,2,0,0.5795622883285612,0.4204377116714389
54,4,54,0,1860.5839999999998,3,3,0.5531679118387522,0.4468320881612477
56,4,56,0,7942.371,2,3,0.5110055131570889,0.4889944868429111
58,4,58,0,1639.8129999999999,5,6,0.5815773801544182,0.41842261984558177
60,4,60,0,1652.721,3,3,0.3984201601650456,0.6015798398349543
62,4,62,0,1650.025,5,6,0.6244820894739602,0.3755179105260397
64,4,64,0,1869.81,6,5,0.6717459455310808,0.3282540544689192
66,4,66,0,1844.599,6,5,0.5858743509846005,0.4141256490153995
68,4,68,0,1544.7620000000006,0,2,0.6078760678441881,0.3921239321558119
70,4,70,0,5245.960999999998,0,2,0.4382399354979068,0.5617600645020931
72,4,72,0,5721.714,4,6,0.5613336748826775,0.43866632511732256
74,4,74,0,1696.6979999999999,3,5,0.558320647067841,0.441679352932159
76,4,76,0,1864.389,0,2,0.5832330926972721,0.4167669073027279
78,4,78,0,1591.685,0,0,0.5452225161260383,0.4547774838739617
80,4,80,0,7326.800999999998,0,2,0.535596415794983,0.4644035842050171
82,4,82,0,6994.066,3,5,0.4471874354193601,0.5528125645806399
84,4,84,0,3869.4509999999996,5,6,0.5153722031012135,0.4846277968987865
86,4,86,1,15326.428,3,3,0.5040724351143533,0.4959275648856468
88,4,88,0,1644.7160000000001,3,5,0.5300003574580879,0.46999964254191207
90,4,90,1,7844.831999999998,3,2,0.4503337669415172,0.5496662330584828
92,4,92,0,2732.0370000000007,4,3,0.755905974981563,0.2440940250184371
94,4,94,0,2416.989,5,6,0.6364000001673648,0.3635999998326352
96,4,96,1,8393.032,2,0,0.6062537244256109,0.3937462755743891
98,4,98,0,10515.086000000001,6,5,0.41742028846432944,0.5825797115356706
100,4,100,0,13825.958999999999,0,0,0.612050036348697,0.38794996365130296
102,4,102,0,6932.071999999999,2,0,0.4630979737035338,0.5369020262964662
104,4,104,0,1712.77,0,0,0.6170745795933202,0.38292542040667976
106,4,106,0,18617.121,4,3,0.4592826533117699,0.5407173466882301
108,4,108,0,17355.536,0,0,0.575389953398469,0.424610046601531
110,4,110,0,5798.199000000001,0,2,0.5493648110402019,0.4506351889597982
112,4,112,1,8212.237,7,6,0.4797081858791414,0.5202918141208586
114,4,114,1,8415.61,3,2,0.3836737893785316,0.6163262106214684
116,4,116,0,2157.263,6,7,0.6254914163339244,0.3745085836660757
118,4,118,0,3564.241,6,7,0.599690629256616,0.40030937074338396
0,5,0,0,7222.438,6,7,0.5142266849392386,0.4857733150607614
2,5,2,1,3295.6459999999997,0,0,0.5449961666062174,0.4550038333937825
4,5,4,0,4044.965,0,0,0.5398927721309921,0.4601072278690079
6,5,6,0,2478.845,3,3,0.6660399258771542,0.3339600741228457
8,5,8,0,7215.97,0,0,0.4864957719317345,0.5135042280682655
10,5,10,1,7185.6,0,0,0.3968324321129924,0.6031675678870076
12,5,12,0,5181.088,0,2,0.5303372641787599,0.4696627358212401
14,5,14,0,4647.5920000000015,6,7,0.5727796136554665,0.4272203863445335
16,5,16,0,3464.902,2,3,0.5574824302462866,0.44251756975371337
18,5,18,0,5499.503000000002,5,6,0.5228682308778172,0.4771317691221828
20,5,20,0,3607.382,0,0,0.5763409841167378,0.42365901588326216
22,5,22,0,6240.307,3,3,0.5665895370023357,0.4334104629976643
24,5,24,0,4812.778,0,0,0.6135453629922338,0.38645463700776617
26,5,26,0,7967.58,0,0,0.4808796649840514,0.5191203350159486
28,5,28,1,3779.256,7,6,0.5049777366468371,0.495022263353163
30,5,30,1,3665.191,7,6,0.4659225337105736,0.5340774662894264
32,5,32,0,4058.527,6,7,0.564135280676038,0.43586471932396204
34,5,34,0,5471.9169999999995,3,3,0.5013113926590032,0.4986886073409969
36,5,36,1,2750.297,3,2,0.535063756646555,0.4649362433534449
38,5,38,1,1710.4089999999999,7,6,0.5024138121824538,0.4975861878175462
40,5,40,1,4242.3009999999995,7,6,0.5082522782408373,0.4917477217591627
42,5,42,1,4276.049,2,0,0.4548946148619873,0.5451053851380128
44,5,44,0,3549.203,5,6,0.5951779488405394,0.40482205115946057
46,5,46,0,10385.769,5,3,0.5247118378218497,0.4752881621781504
48,5,48,0,4631.856,6,7,0.504947931053533,0.4950520689464671
50,5,50,0,3151.8309999999997,6,7,0.545881091781409,0.45411890821859097
52,5,52,0,5032.219,2,0,0.5419349558174196,0.4580650441825804
54,5,54,0,2841.384,3,3,0.565076346196048,0.43492365380395204
56,5,56,0,3893.3379999999997,2,3,0.5929561636690993,0.40704383633090063
58,5,58,0,1955.1729999999998,5,6,0.6505163314638001,0.34948366853619994
60,5,60,1,11520.601999999999,3,3,0.5168502862278209,0.48314971377217897
62,5,62,0,3483.968,5,6,0.5409197551894189,0.4590802448105811
64,5,64,1,2644.9109999999996,6,5,0.5026603990844104,0.4973396009155896
66,5,66,0,3971.2870000000003,6,5,0.5938541125018875,0.4061458874981125
68,5,68,1,4680.479,0,2,0.4260687942319283,0.5739312057680718
70,5,70,1,4514.502,0,2,0.5163287871897322,0.4836712128102678
72,5,72,1,3215.42,4,6,0.4605907075824745,0.5394092924175254
74,5,74,1,7330.5480000000025,3,5,0.4903552332681939,0.509644766731806
76,5,76,1,4450.724,0,2,0.5073632842137406,0.4926367157862595
78,5,78,1,4154.848,0,0,0.5372742750286081,0.4627257249713919
80,5,80,0,4333.5,0,2,0.5755292895181192,0.4244707104818808
82,5,82,0,2821.7990000000004,3,5,0.5389457751502269,0.4610542248497731
84,5,84,1,5363.299,5,6,0.4971769183938502,0.5028230816061497
86,5,86,0,7097.294,3,3,0.5614220508940232,0.4385779491059769
88,5,88,0,5583.156999999997,3,5,0.5592676682735555,0.44073233172644455
90,5,90,0,5412.8780000000015,3,2,0.5675879414765104,0.4324120585234897
92,5,92,1,5185.66,4,3,0.5328928856390668,0.4671071143609333
94,5,94,0,7714.071,5,6,0.5239292743308498,0.4760707256691502
96,5,96,0,7420.130999999998,2,0,0.5702023126242591,0.4297976873757409
98,5,98,1,4468.544,6,5,0.5206090987873088,0.4793909012126912
100,5,100,1,4612.005,0,0,0.4606712235414696,0.5393287764585304
102,5,102,1,3959.6679999999997,2,0,0.5394964909134949,0.460503509086505
104,5,104,0,2095.772,0,0,0.6488167606018211,0.3511832393981788
106,5,106,1,4205.344,4,3,0.5086035159439278,0.4913964840560722
108,5,108,0,3668.3259999999996,0,0,0.5135125021049939,0.4864874978950061
110,5,110,0,3339.5570000000002,0,2,0.5602169237502906,0.4397830762497094
112,5,112,1,2748.2490000000007,7,6,0.5083981960114707,0.4916018039885293
114,5,114,0,7194.944,3,2,0.5845364348616097,0.4154635651383904
116,5,116,0,6192.639,6,7,0.5396762141887221,0.4603237858112778
118,5,118,0,3802.61,6,7,0.533850727912129,0.4661492720878711
0,6,0,0,2260.55,6,7,0.6605388348354092,0.33946116516459085
2,6,2,0,2730.824,0,0,0.4733994589720469,0.5266005410279531
4,6,4,0,2012.6870000000001,0,0,0.7087739439260533,0.2912260560739467
6,6,6,1,5723.241,3,3,0.5174582930363982,0.4825417069636018
8,6,8,0,2436.317,0,0,0.6820461384152458,0.31795386158475425
10,6,10,0,1706.21,0,0,0.4832775919732442,0.5167224080267558
12,6,12,0,2177.331,0,2,0.6692906875800937,0.3307093124199063
14,6,14,0,2865.366,6,7,0.5355377121722722,0.4644622878277278
16,6,16,0,1829.599,2,3,0.7282297440450655,0.2717702559549345
18,6,18,0,2618.333,5,6,0.7557894736842106,0.24421052631578946
20,6,20,1,2568.139,0,0,0.4583417555776715,0.5416582444223285
22,6,22,0,1675.984,3,3,0.5598300944164447,0.4401699055835553
24,6,24,0,2771.247000000001,0,0,0.5108205851379933,0.4891794148620066
26,6,26,1,3945.5640000000003,0,0,0.4784768231504711,0.5215231768495289
28,6,28,1,1688.906,7,6,0.4588208304657032,0.5411791695342969
30,6,30,1,1623.296,7,6,0.4224854879128638,0.5775145120871362
32,6,32,0,2024.944,6,7,0.6893318706934971,0.31066812930650306
34,6,34,1,3293.758,3,3,0.5173725324240833,0.4826274675759167
36,6,36,1,2417.686,3,2,0.4474567710091934,0.5525432289908065
38,6,38,1,2135.408,7,6,0.4439993954050786,0.5560006045949214
40,6,40,1,2425.369,7,6,0.4600505230783611,0.5399494769216389
42,6,42,0,2044.3020000000001,2,0,0.7078142695356738,0.29218573046432617
44,6,44,1,4785.945,5,6,0.5587551978093827,0.4412448021906173
46,6,46,1,1467.219,5,3,0.5924577729958079,0.407542227004192
48,6,48,0,1610.102,6,7,0.6308655683558397,0.3691344316441603
50,6,50,1,2354.6479999999997,6,7,0.4571380021129935,0.5428619978870065
52,6,52,1,3584.885,2,0,0.4855150331290051,0.5144849668709949
54,6,54,0,1891.344,3,3,0.6388466205674442,0.3611533794325558
56,6,56,0,1277.719,2,3,0.5596548985070973,0.4403451014929027
58,6,58,0,2822.017000000001,5,6,0.5094164807535143,0.4905835192464857
60,6,60,0,1676.987,3,3,0.6618724191248793,0.3381275808751207
62,6,62,0,1671.5420000000001,5,6,0.62315096043614,0.37684903956386
64,6,64,1,2280.73,6,5,0.4494317003660072,0.5505682996339929
66,6,66,1,2407.991,6,5,0.5246075772832849,0.4753924227167152
68,6,68,0,1780.76,0,2,0.6432802067628688,0.3567197932371312
70,6,70,0,5177.366,0,2,0.6082117103367097,0.3917882896632903
72,6,72,0,2444.7529999999997,4,6,0.5192115803946593,0.4807884196053407
74,6,74,0,1620.34,3,5,0.6958729547112169,0.3041270452887831
76,6,76,0,2387.0429999999997,0,2,0.5287170569977778,0.4712829430022222
78,6,78,1,2214.81,0,0,0.41788944829143065,0.5821105517085694
80,6,80,0,1731.005,0,2,0.6021737875974623,0.3978262124025376
82,6,82,1,2398.445,3,5,0.470813858105974,0.529186141894026
84,6,84,0,2014.43,5,6,0.617928977705981,0.3820710222940191
86,6,86,0,1590.71,3,3,0.6537488347316553,0.34625116526834465
88,6,88,0,1438.0439999999999,3,5,0.6260930494154169,0.3739069505845831
90,6,90,0,4441.81,3,2,0.550822285010505,0.449177714989495
92,6,92,0,1431.4460000000001,4,3,0.6229678712402208,0.3770321287597792
94,6,94,0,1442.37,5,6,0.6368889884654311,0.363111011534569
96,6,96,1,3014.756,2,0,0.4715976560761244,0.5284023439238756
98,6,98,1,2014.943,6,5,0.4545594750487433,0.5454405249512566
100,6,100,1,3393.889,0,0,0.5037394277532508,0.4962605722467492
102,6,102,0,1462.408,2,0,0.6415792951267251,0.3584207048732749
104,6,104,0,1587.007,0,0,0.6843610824291742,0.3156389175708259
106,6,106,1,4144.806,4,3,0.528528648189748,0.4714713518102521
108,6,108,0,1462.895,0,0,0.5993225493706226,0.4006774506293774
110,6,110,0,1503.257,0,2,0.6412507180662051,0.35874928193379485
112,6,112,1,1170.135,7,6,0.5374592833876222,0.4625407166123778
114,6,114,1,1559.527,3,2,0.4340433181077173,0.5659566818922827
116,6,116,0,4426.4529999999995,6,7,0.5436947888518933,0.4563052111481067
118,6,118,1,1831.3410000000001,6,7,0.5138577123029824,0.4861422876970176
0,7,0,0,2540.528,6,7,0.7056832563204521,0.294316743679548
2,7,2,0,1677.886,0,0,0.6347547572189451,0.3652452427810549
4,7,4,0,2389.2870000000007,0,0,0.7151084580268192,0.2848915419731808
6,7,6,0,3784.675,3,3,0.605723106314937,0.39427689368506297
8,7,8,0,5827.5480000000025,0,0,0.4697001427621169,0.5302998572378831
10,7,10,1,9482.994,0,0,0.42132277832888254,0.5786772216711175
12,7,12,0,2778.823,0,2,0.7431645985355836,0.2568354014644164
14,7,14,0,12239.264,6,7,0.5618834827826258,0.4381165172173743
16,7,16,0,3057.76,2,3,0.7441403254367741,0.2558596745632259
18,7,18,0,3161.163,5,6,0.6119715503985516,0.3880284496014485
20,7,20,0,10793.268,0,0,0.5213143406181632,0.4786856593818368
22,7,22,0,3393.6459999999997,3,3,0.6150126724995302,0.3849873275004698
24,7,24,0,2150.871,0,0,0.6663078633540812,0.33369213664591874
26,7,26,0,10303.177,0,0,0.5297448698252334,0.4702551301747666
28,7,28,1,19757.21,7,6,0.5078044533528041,0.4921955466471959
30,7,30,1,8813.949,7,6,0.4871555452776199,0.51284445472238
32,7,32,0,3519.583,6,7,0.7445462276436529,0.25545377235634714
34,7,34,0,2326.993,3,3,0.6805932052703978,0.3194067947296022
36,7,36,1,3836.047,3,2,0.6383086210319605,0.3616913789680393
38,7,38,1,10925.698999999999,7,6,0.6147782171506256,0.3852217828493744
40,7,40,1,5965.564,7,6,0.4965615817574722,0.5034384182425278
42,7,42,1,4079.5959999999995,2,0,0.37168818608947946,0.6283118139105205
44,7,44,0,6977.5909999999985,5,6,0.5681182499786341,0.4318817500213659
46,7,46,1,2606.052,5,3,0.5639039955470192,0.4360960044529808
48,7,48,1,3149.8759999999997,6,7,0.4693368890426226,0.5306631109573775
50,7,50,0,2000.422,6,7,0.6845397524835007,0.3154602475164993
52,7,52,1,11412.856000000002,2,0,0.5695295803095421,0.4304704196904578
54,7,54,0,1918.664,3,3,0.6905099791660376,0.3094900208339624
56,7,56,0,2624.68,2,3,0.5232298057259714,0.4767701942740286
