,subject,trial,choice,rt,item_value_0,item_value_1,gaze_0,gaze_1
58,2,58,0,13908.458999999999,79,63,0.598873361,0.401126639
60,2,60,0,9203.481,98,93,0.604409111,0.395590889
62,2,62,0,6342.4980000000005,84,63,0.8033903170000001,0.196609683
64,2,64,1,4594.054,63,75,0.619842142,0.38015785799999996
66,2,66,1,7309.275,63,79,0.460567757,0.5394322429999999
68,2,69,0,4408.831,75,63,0.626910867,0.37308913299999996
70,2,71,1,5613.965999999999,63,84,0.48026984,0.51973016
72,2,73,0,8499.643,63,68,0.545920989,0.45407901100000003
74,2,75,1,15395.867,93,87,0.489004806,0.5109951939999999
76,2,77,1,6820.168000000001,93,99,0.531459232,0.468540768
78,2,79,0,5123.042,104,93,0.61373707,0.38626293
80,2,81,1,4658.442,123,133,0.441590062,0.5584099379999999
82,2,83,0,13829.928,58,63,0.5455990070000001,0.454400993
84,2,85,1,12428.383,83,93,0.503886863,0.49611313700000004
86,2,87,1,6153.953,80,93,0.517037376,0.482962624
88,2,89,1,7037.482,85,93,0.516941445,0.483058555
90,2,91,0,5270.916,93,80,0.685133126,0.31486687399999996
92,2,93,1,4572.768,123,132,0.498658951,0.501341049
94,2,95,1,8615.398000000001,93,88,0.607625246,0.392374754
96,2,97,0,2722.327,132,123,0.661126144,0.33887385600000003
98,2,99,0,8237.123,101,93,0.494751381,0.505248619
100,2,101,0,7812.105,130,123,0.64987225,0.35012775
102,2,103,0,7394.705,61,63,0.555848358,0.444151642
104,2,105,0,9956.088,123,122,0.5456980029999999,0.454301997
106,2,107,1,10567.69,123,124,0.6325756610000001,0.367424339
108,2,109,0,9273.443000000001,93,91,0.576862351,0.423137649
110,2,111,0,13342.428,120,123,0.574174297,0.42582570299999994
112,2,113,0,4339.5109999999995,106,93,0.708239438,0.291760562
114,2,115,0,4657.154,103,93,0.609884137,0.39011586299999995
116,2,117,0,18900.494,63,58,0.6597055620000001,0.340294438
118,2,119,0,8621.08,63,70,0.584788863,0.415211137
0,3,0,1,4612.844,63,42,0.533137803,0.46686219700000003
2,3,2,0,3949.32,123,129,0.703151862,0.296848138
4,3,4,0,3063.877,131,123,0.678125,0.321875
6,3,6,0,3503.5170000000003,95,93,0.68117501,0.31882499
8,3,8,1,4202.759,123,125,0.424967885,0.575032115
10,3,10,0,4765.607,127,123,0.542826867,0.45717313299999995
12,3,12,0,2648.53,123,117,0.707317073,0.292682927
14,3,14,0,2249.129,63,49,0.607803647,0.392196353
16,3,16,0,1595.809,109,93,0.698689373,0.301310627
18,3,18,1,3256.513,72,63,0.45842196399999996,0.541578036
20,3,20,0,2088.328,123,131,0.598893499,0.401106501
22,3,22,1,3153.39,96,93,0.463077814,0.536922186
24,3,24,0,1597.213,129,123,0.638308399,0.36169160100000003
26,3,26,1,3544.6479999999997,123,127,0.458231955,0.541768045
28,3,28,1,2793.11,40,63,0.45061721,0.54938279
30,3,30,1,3968.847,47,63,0.408280621,0.5917193789999999
32,3,32,0,2112.499,63,47,0.618020305,0.381979695
34,3,34,0,3646.655,93,96,0.750565185,0.249434815
36,3,36,1,4104.806,93,109,0.405710886,0.594289114
38,3,38,1,5902.977,49,63,0.41771852,0.58228148
40,3,40,1,2874.212,45,63,0.589940324,0.41005967600000004
42,3,42,0,3598.0640000000003,119,123,0.600133372,0.39986662799999995
44,3,44,0,3112.865,68,63,0.728077945,0.271922055
46,3,46,0,1983.844,77,93,0.663347349,0.336652651
48,3,48,0,1740.578,63,45,0.644494757,0.35550524299999997
50,3,50,0,3192.21,63,54,0.512297899,0.487702101
52,3,52,0,2021.154,115,123,0.638904893,0.361095107
54,3,54,0,2458.908,99,93,0.66788071,0.33211929
56,3,57,1,2938.9590000000003,123,114,0.44645799,0.55354201
58,3,59,1,6006.701,63,86,0.453619884,0.546380116
60,3,61,0,2171.165,123,128,0.545315235,0.454684765
62,3,63,0,6749.729,93,79,0.58493148,0.41506852
64,3,65,1,4327.1,79,93,0.370307341,0.6296926589999999
66,3,67,0,2153.141,93,107,0.6657929229999999,0.334207077
68,3,69,0,3790.565,75,63,0.562942645,0.437057355
70,3,71,1,5071.439,63,84,0.47199658,0.52800342
72,3,73,0,1915.1879999999999,63,68,0.631134699,0.36886530100000003
74,3,75,0,3215.5429999999997,93,87,0.5544417460000001,0.445558254
76,3,77,1,2795.6940000000004,93,99,0.49436199399999997,0.505638006
78,3,79,0,2171.063,104,93,0.631820912,0.368179088
80,3,81,1,2569.653,123,133,0.467093236,0.532906764
82,3,83,0,1816.44,58,63,0.673227163,0.326772837
84,3,85,1,3388.941,83,93,0.40045286,0.59954714
86,3,87,1,4191.488,80,93,0.545324596,0.454675404
88,3,89,1,2866.639,85,93,0.41731032799999995,0.582689672
90,3,91,0,1790.7120000000002,93,80,0.584438915,0.415561085
92,3,93,1,2421.5879999999997,123,132,0.271962617,0.728037383
94,3,96,0,1895.259,113,123,0.644306804,0.355693196
96,3,98,0,5673.799,63,77,0.543354943,0.456645057
98,3,100,0,1521.761,124,123,0.6493668810000001,0.350633119
100,3,102,0,2040.4460000000001,122,123,0.535700272,0.46429972799999997
102,3,104,1,4915.342000000001,133,123,0.39855583200000005,0.601444168
104,3,106,1,2987.0490000000004,88,93,0.38483913799999997,0.615160862
106,3,108,0,3238.171,123,130,0.5518831670000001,0.448116833
108,3,110,0,1673.779,123,113,0.609798426,0.390201574
110,3,112,1,3245.341,51,63,0.34490085,0.65509915
112,3,114,1,3971.055,93,106,0.314447592,0.685552408
114,3,116,0,3063.151,63,51,0.565351895,0.434648105
116,3,118,0,2274.323,63,61,0.5922077920000001,0.407792208
0,4,0,0,14824.896999999999,63,42,0.54942559,0.45057441
2,4,2,0,9357.174,123,129,0.49646204200000005,0.503537958
4,4,4,0,1900.5720000000001,131,123,0.613603217,0.38639678299999997
6,4,6,0,1821.4389999999999,95,93,0.617349866,0.382650134
8,4,8,0,4593.317,123,125,0.5499178570000001,0.450082143
10,4,10,0,4057.3509999999997,127,123,0.556814293,0.44318570700000004
12,4,12,0,3201.176,123,117,0.564292615,0.435707385
14,4,14,0,15422.37,63,49,0.5270906160000001,0.472909384
16,4,17,1,19852.526,90,93,0.492510784,0.507489216
18,4,19,1,6802.71,117,123,0.44466742200000003,0.555332578
20,4,21,0,8088.222,63,56,0.488030808,0.511969192
22,4,23,0,2068.719,93,82,0.624874024,0.375125976
24,4,25,0,1555.129,123,116,0.608700791,0.391299209
26,4,28,0,1996.359,40,63,0.660339694,0.339660306
28,4,30,1,9458.254,47,63,0.4741048,0.5258951999999999
30,4,32,0,6732.5019999999995,63,47,0.60000013,0.39999987
32,4,34,0,10629.362,93,96,0.506753133,0.49324686700000003
34,4,36,1,7210.473000000001,93,109,0.622710475,0.377289525
36,4,38,0,6443.423000000001,49,63,0.592577386,0.40742261399999996
38,4,40,1,5514.536,45,63,0.507278221,0.49272177899999997
40,4,42,0,9801.449,119,123,0.387463777,0.612536223
42,4,44,0,3591.975,68,63,0.571896135,0.428103865
44,4,46,0,4914.518,77,93,0.477882518,0.5221174820000001
46,4,48,0,1810.596,63,45,0.628964898,0.371035102
48,4,50,0,2444.855,63,54,0.675091805,0.324908195
50,4,52,0,15007.925,115,123,0.579562288,0.420437712
52,4,54,0,1860.5839999999998,99,93,0.553167912,0.44683208799999996
54,4,56,0,7942.371,107,93,0.511005513,0.48899448700000003
56,4,58,0,1639.8129999999999,79,63,0.58157738,0.41842262
58,4,60,0,1652.721,98,93,0.39842016,0.60157984
60,4,62,0,1650.025,84,63,0.624482089,0.37551791100000004
62,4,64,0,1869.81,63,75,0.6717459459999999,0.32825405399999996
64,4,66,0,1844.599,63,79,0.585874351,0.414125649
66,4,68,0,1544.7620000000002,123,119,0.6078760679999999,0.392123932
68,4,70,0,5245.960999999999,123,121,0.438239935,0.561760065
70,4,72,0,5721.714,86,63,0.561333675,0.438666325
72,4,74,0,1696.6979999999999,93,77,0.5583206470000001,0.441679353
74,4,76,0,1864.389,123,118,0.5832330929999999,0.416766907
76,4,78,0,1591.685,128,123,0.545222516,0.454777484
78,4,80,0,7326.8009999999995,123,120,0.535596416,0.464403584
80,4,82,0,6994.066,93,85,0.447187435,0.552812565
82,4,85,0,10888.107,83,93,0.38343661799999995,0.616563382
84,4,87,1,3698.599,80,93,0.587313753,0.412686247
86,4,89,1,5217.47,85,93,0.453501804,0.546498196
88,4,91,0,1715.8470000000002,93,80,0.634428243,0.36557175700000005
90,4,93,0,19264.999,123,132,0.556003326,0.443996674
92,4,95,0,17362.41,93,88,0.573088367,0.42691163299999996
94,4,97,0,4098.332,132,123,0.466592149,0.533407851
96,4,100,0,13825.958999999999,124,123,0.612050036,0.387949964
98,4,102,0,6932.071999999999,122,123,0.46309797399999997,0.536902026
100,4,104,0,1712.77,133,123,0.61707458,0.38292542
102,4,106,0,18617.121,88,93,0.459282653,0.5407173470000001
104,4,108,0,17355.536,123,130,0.575389953,0.42461004700000005
106,4,110,0,5798.1990000000005,123,113,0.549364811,0.450635189
108,4,112,1,8212.237,51,63,0.47970818600000004,0.520291814
110,4,114,1,8415.61,93,106,0.383673789,0.6163262110000001
112,4,116,0,2157.263,63,51,0.625491416,0.374508584
114,4,118,0,3564.241,63,61,0.599690629,0.400309371
0,5,0,0,7222.438,63,42,0.514226685,0.485773315
2,5,2,1,3295.6459999999997,123,129,0.544996167,0.45500383299999997
4,5,4,0,4044.965,131,123,0.5398927720000001,0.460107228
6,5,6,0,2478.845,95,93,0.6660399260000001,0.333960074
8,5,8,0,7215.97,123,125,0.48649577200000005,0.513504228
10,5,10,1,7185.6,127,123,0.396832432,0.6031675679999999
12,5,12,0,5181.088,123,117,0.530337264,0.469662736
14,5,14,0,4647.592000000001,63,49,0.572779614,0.427220386
16,5,16,0,3464.902,109,93,0.55748243,0.44251757
18,5,18,0,5499.503000000001,72,63,0.522868231,0.477131769
20,5,20,0,3607.382,123,131,0.576340984,0.423659016
22,5,22,0,6240.307,96,93,0.566589537,0.43341046299999997
24,5,24,0,4812.778,129,123,0.613545363,0.38645463700000005
26,5,26,0,7967.58,123,127,0.480879665,0.519120335
28,5,28,1,3779.256,40,63,0.504977737,0.49502226299999996
30,5,30,1,3665.191,47,63,0.465922534,0.5340774660000001
32,5,32,0,4058.527,63,47,0.564135281,0.435864719
34,5,34,0,5471.9169999999995,93,96,0.5013113929999999,0.498688607
36,5,36,1,2750.297,93,109,0.5350637570000001,0.46493624299999997
38,5,38,1,1710.4089999999999,49,63,0.502413812,0.497586188
40,5,40,1,4242.3009999999995,45,63,0.508252278,0.49174772200000005
42,5,42,1,4276.049,119,123,0.454894615,0.545105385
44,5,44,0,3549.203,68,63,0.595177949,0.404822051
46,5,46,0,10385.769,77,93,0.524711838,0.475288162
48,5,48,0,4631.856,63,45,0.504947931,0.495052069
50,5,50,0,3151.8309999999997,63,54,0.545881092,0.454118908
52,5,52,0,5032.219,115,123,0.541934956,0.458065044
54,5,54,0,2841.384,99,93,0.565076346,0.434923654
56,5,56,0,3893.3379999999997,107,93,0.592956164,0.407043836
58,5,58,0,1955.1729999999998,79,63,0.6505163310000001,0.349483669
60,5,60,1,11520.601999999999,98,93,0.516850286,0.483149714
62,5,62,0,3483.968,84,63,0.540919755,0.459080245
64,5,64,1,2644.9109999999996,63,75,0.502660399,0.497339601
66,5,66,0,3971.2870000000003,63,79,0.593854113,0.40614588700000004
68,5,68,1,4680.479,123,119,0.426068794,0.573931206
70,5,70,1,4514.502,123,121,0.5163287870000001,0.483671213
72,5,72,1,3215.42,86,63,0.46059070799999996,0.539409292
74,5,74,1,7330.548000000001,93,77,0.49035523299999995,0.509644767
76,5,76,1,4450.724,123,118,0.507363284,0.49263671600000003
78,5,78,1,4154.848,128,123,0.537274275,0.462725725
80,5,80,0,4333.5,123,120,0.57552929,0.42447071
82,5,82,0,2821.7990000000004,93,85,0.538945775,0.461054225
84,5,84,1,5363.299,70,63,0.49717691799999997,0.502823082
86,5,86,0,7097.294,93,101,0.561422051,0.43857794899999997
88,5,88,0,5583.156999999999,93,83,0.5592676679999999,0.440732332
90,5,90,0,5412.878000000001,93,103,0.567587941,0.43241205899999996
92,5,92,1,5185.66,91,93,0.5328928860000001,0.467107114
94,5,94,0,7714.071,77,63,0.523929274,0.476070726
96,5,96,0,7420.130999999999,113,123,0.570202313,0.42979768700000004
98,5,98,1,4468.544,63,77,0.520609099,0.47939090100000004
100,5,100,1,4612.005,124,123,0.460671224,0.5393287760000001
102,5,102,1,3959.6679999999997,122,123,0.539496491,0.460503509
104,5,104,0,2095.772,133,123,0.648816761,0.351183239
106,5,106,1,4205.344,88,93,0.508603516,0.49139648399999997
108,5,108,0,3668.3259999999996,123,130,0.513512502,0.48648749799999996
110,5,110,0,3339.5570000000002,123,113,0.560216924,0.439783076
112,5,113,1,2600.8320000000003,106,93,0.479093541,0.520906459
114,5,115,0,6219.534000000001,103,93,0.48417723799999995,0.515822762
116,5,117,1,4581.567,63,58,0.48251563399999997,0.517484366
118,5,119,1,5948.081999999999,63,70,0.49822098600000003,0.501779014
0,6,0,0,2260.55,63,42,0.660538835,0.339461165
2,6,2,0,2730.824,123,129,0.47339945899999997,0.526600541
4,6,4,0,2012.6870000000001,131,123,0.708773944,0.291226056
6,6,7,1,2819.185,63,81,0.457352638,0.5426473620000001
8,6,9,0,2697.941,63,72,0.760587975,0.239412025
10,6,11,0,2821.937,93,90,0.563872455,0.436127545
12,6,13,0,3235.244,123,126,0.601081812,0.39891818799999995
14,6,15,0,2002.3220000000001,82,93,0.593486128,0.40651387200000005
16,6,17,1,1772.886,90,93,0.292790607,0.707209393
18,6,19,1,5072.362,117,123,0.513283342,0.48671665799999997
20,6,21,0,2989.6040000000003,63,56,0.569313245,0.430686755
22,6,23,0,3503.513,93,82,0.55210356,0.44789644
24,6,25,0,2388.186,123,116,0.703414634,0.296585366
26,6,27,1,3299.362,63,65,0.34824104100000003,0.651758959
28,6,29,1,2604.156,42,63,0.481358523,0.5186414770000001
30,6,31,0,3169.172,63,40,0.598815499,0.401184501
32,6,33,0,2595.24,125,123,0.6030485870000001,0.396951413
34,6,35,1,3866.4240000000004,56,63,0.534517399,0.465482601
36,6,37,0,1925.797,93,95,0.604532113,0.395467887
38,6,39,0,2478.857,81,63,0.578276331,0.42172366899999997
40,6,41,0,1891.933,123,115,0.705495808,0.294504192
42,6,43,1,2331.542,93,104,0.43900464,0.56099536
44,6,45,0,1920.1979999999999,118,123,0.650834294,0.349165706
46,6,47,1,3917.63,93,98,0.456927976,0.543072024
48,6,49,1,3836.994,114,123,0.474809104,0.525190896
50,6,51,0,3061.2990000000004,121,123,0.5610718579999999,0.438928142
52,6,53,0,1484.713,54,63,0.614483579,0.385516421
54,6,55,0,1606.882,87,93,0.658996964,0.34100303600000004
56,6,57,0,1658.101,123,114,0.607569578,0.39243042200000006
58,6,59,1,2684.756,63,86,0.450636346,0.549363654
60,6,61,0,1805.868,123,128,0.634891212,0.36510878799999996
62,6,63,0,1571.4270000000001,93,79,0.655423499,0.34457650100000004
64,6,65,1,3221.795,79,93,0.461518964,0.538481036
66,6,67,1,2997.993,93,107,0.505955807,0.49404419299999996
68,6,69,1,2413.601,75,63,0.500517063,0.499482937
70,6,71,1,2263.326,63,84,0.459830964,0.540169036
72,6,73,0,3962.3990000000003,63,68,0.539123841,0.460876159
74,6,75,0,1457.779,93,87,0.6460677570000001,0.353932243
76,6,77,0,2361.97,93,99,0.588448628,0.411551372
78,6,79,0,1816.2379999999998,104,93,0.692162176,0.307837824
80,6,81,1,2851.458,123,133,0.42933947200000006,0.570660528
82,6,83,1,1463.681,58,63,0.36313188,0.63686812
84,6,85,1,2120.2,83,93,0.49943826,0.50056174
86,6,87,1,3189.212,80,93,0.526068664,0.47393133600000004
88,6,89,0,1940.5279999999998,85,93,0.65452492,0.34547508
90,6,91,0,1528.134,93,80,0.653707948,0.346292052
92,6,93,0,1663.2060000000001,123,132,0.561611662,0.438388338
94,6,95,0,2646.513,93,88,0.597830375,0.402169625
96,6,97,0,1225.74,132,123,0.553100485,0.446899515
98,6,99,0,1310.065,101,93,0.581842891,0.41815710899999997
100,6,101,0,1245.218,130,123,0.53988524,0.46011476
102,6,103,0,1597.046,61,63,0.654982362,0.34501763799999996
104,6,105,0,1592.751,123,122,0.583616824,0.416383176
106,6,107,0,1656.356,123,124,0.682385076,0.31761492399999997
108,6,109,0,1550.981,93,91,0.6259152370000001,0.374084763
110,6,111,0,1716.808,120,123,0.7187175440000001,0.281282456
112,6,113,0,1385.53,106,93,0.618819339,0.38118066100000003
114,6,115,0,1404.849,103,93,0.606859075,0.393140925
116,6,117,0,1465.382,63,58,0.6457758379999999,0.354224162
118,6,119,1,1191.365,63,70,0.420646289,0.579353711
0,7,0,0,2540.528,63,42,0.7056832559999999,0.29431674399999996
2,7,2,0,1677.886,123,129,0.6347547570000001,0.365245243
4,7,4,0,2389.2870000000003,131,123,0.715108458,0.284891542
6,7,6,0,3784.675,95,93,0.605723106,0.394276894
8,7,9,0,12620.652,63,72,0.42554322299999997,0.5744567770000001
10,7,11,0,3521.427,93,90,0.627451646,0.37254835399999997
12,7,13,0,8080.843000000001,123,126,0.611647705,0.388352295
14,7,15,0,4362.292,82,93,0.609300672,0.39069932799999996
16,7,17,0,3561.9,90,93,0.57441771,0.42558229
18,7,19,0,11508.136,117,123,0.541100123,0.458899877
20,7,21,0,2590.077,63,56,0.738232662,0.261767338
22,7,23,0,4699.779,93,82,0.654488713,0.34551128700000006
24,7,25,0,3551.735,123,116,0.664068098,0.335931902
26,7,27,0,11565.877,63,65,0.551588718,0.448411282
28,7,30,1,8813.949,47,63,0.487155545,0.512844455
30,7,32,0,3519.583,63,47,0.7445462279999999,0.25545377199999997
32,7,34,0,2326.993,93,96,0.680593205,0.319406795
34,7,36,1,3836.047,93,109,0.638308621,0.361691379
36,7,38,1,10925.698999999999,49,63,0.614778217,0.385221783
38,7,40,1,5965.564,45,63,0.49656158200000006,0.503438418
40,7,42,1,4079.5959999999995,119,123,0.37168818600000003,0.628311814
42,7,44,0,6977.590999999999,68,63,0.56811825,0.43188175
44,7,46,1,2606.052,77,93,0.563903996,0.436096004
46,7,48,1,3149.8759999999997,63,45,0.469336889,0.530663111
48,7,50,0,2000.422,63,54,0.6845397520000001,0.315460248
50,7,52,1,11412.856000000002,115,123,0.56952958,0.43047042
52,7,54,0,1918.664,99,93,0.6905099790000001,0.309490021
54,7,57,0,1981.838,123,114,0.715182085,0.284817915
56,7,59,1,2720.901,63,86,0.514124314,0.48587568600000003
58,7,61,1,7470.7919999999995,123,128,0.48661185100000004,0.513388149
60,7,63,0,1912.7979999999998,93,79,0.664891601,0.335108399
62,7,65,0,3841.3520000000003,79,93,0.6156488,0.3843512
64,7,67,1,12776.036,93,107,0.552197099,0.44780290100000003
66,7,69,0,5683.7519999999995,75,63,0.7325965190000001,0.267403481
68,7,71,1,2519.755,63,84,0.5838432610000001,0.416156739
70,7,73,0,2250.7929999999997,63,68,0.7191058920000001,0.28089410800000003
72,7,75,0,2641.159,93,87,0.709438592,0.290561408
74,7,77,0,3212.384,93,99,0.602317274,0.39768272600000004
76,7,79,0,3729.593,104,93,0.635642032,0.364357968
78,7,81,0,7637.415,123,133,0.529438417,0.47056158299999995
80,7,83,0,3441.3070000000002,58,63,0.569696607,0.430303393
82,7,85,0,1535.273,83,93,0.649863906,0.350136094
84,7,87,0,3695.598,80,93,0.655620346,0.344379654
86,7,89,0,2049.971,85,93,0.683246861,0.31675313899999996
88,7,91,0,1652.4820000000002,93,80,0.66006739,0.33993261
90,7,93,0,2436.1679999999997,123,132,0.55425413,0.44574587
92,7,95,0,1958.408,93,88,0.6907015999999999,0.30929840000000003
94,7,97,0,1909.779,132,123,0.639188422,0.36081157799999997
96,7,99,0,1675.047,101,93,0.679231516,0.32076848399999996
98,7,101,0,1869.825,130,123,0.673484196,0.32651580399999997
100,7,103,0,2405.223,61,63,0.761561185,0.238438815
102,7,105,0,1657.99,123,122,0.644169354,0.35583064600000003
104,7,107,0,1617.067,123,124,0.654654084,0.34534591600000003
106,7,109,0,1706.915,93,91,0.617381623,0.382618377
108,7,111,1,3047.705,120,123,0.54214458,0.45785542
110,7,113,0,2869.0040000000004,106,93,0.562914551,0.43708544899999996
112,7,115,0,4466.404,103,93,0.616006645,0.383993355
114,7,117,0,5712.335,63,58,0.7434970999999999,0.2565029
116,7,119,0,5657.609,63,70,0.434236535,0.565763465
0,8,0,0,4931.005,63,42,0.540960992,0.45903900799999997
2,8,2,1,3136.24,123,129,0.40666756,0.59333244
4,8,4,0,1825.579,131,123,0.646215685,0.353784315
6,8,6,0,5022.577,95,93,0.546733932,0.45326606799999997
8,8,8,1,6017.398,123,125,0.5036590870000001,0.496340913
10,8,10,0,3725.712,127,123,0.482947878,0.5170521220000001
12,8,12,0,3949.768,123,117,0.523281596,0.476718404
14,8,14,0,7526.366,63,49,0.538285692,0.46171430799999996
16,8,16,0,2437.981,109,93,0.6559603039999999,0.344039696
18,8,18,0,4016.5570000000002,72,63,0.623075488,0.37692451200000004
20,8,20,0,1978.586,123,131,0.616267935,0.383732065
22,8,22,0,6621.5830000000005,96,93,0.6004001729999999,0.399599827
24,8,24,0,2055.446,129,123,0.616209528,0.38379047200000005
26,8,26,0,4594.955,123,127,0.542927195,0.457072805
28,8,28,1,3333.158,40,63,0.43889264,0.56110736
30,8,32,0,3254.2140000000004,63,47,0.536395848,0.46360415200000005
32,8,34,0,6628.51,93,96,0.43095533700000005,0.569044663
34,8,36,1,8494.599,93,109,0.480035029,0.519964971
36,8,38,1,3992.917,49,63,0.426999325,0.573000675
38,8,40,0,2798.97,45,63,0.536844882,0.463155118
40,8,42,0,1877.844,119,123,0.5713884370000001,0.428611563
42,8,44,0,2248.897,68,63,0.649506619,0.350493381
44,8,46,1,1535.46,77,93,0.38257202,0.61742798
46,8,48,0,1809.149,63,45,0.5773601629999999,0.422639837
48,8,50,1,2794.365,63,54,0.5379404289999999,0.462059571
50,8,52,1,2131.962,115,123,0.5230421670000001,0.476957833
52,8,54,0,3392.605,99,93,0.581122764,0.41887723600000004
54,8,56,0,2144.74,107,93,0.6265842229999999,0.373415777
