,subject,trial,choice,rt,item_value_0,item_value_1,gaze_0,gaze_1
14,2,14,0,5659.319,110,124,0.6100651383977613,0.3899348616022387
16,2,16,0,4957.49,64,80,0.6904557991171384,0.3095442008828616
18,2,18,0,3120.0029999999997,101,110,0.7450354788256129,0.2549645211743871
20,2,20,1,4288.92,50,42,0.5205292322606943,0.4794707677393058
22,2,22,0,12993.588,77,80,0.5455496640783035,0.4544503359216964
24,2,24,0,5931.459,44,50,0.5695511179382147,0.4304488820617853
26,2,26,1,3602.7690000000002,50,46,0.4242008605464133,0.5757991394535867
28,2,28,1,9357.582,133,110,0.4967702272960043,0.5032297727039957
30,2,30,1,13627.4,126,110,0.40960351165197534,0.5903964883480247
32,2,32,0,5640.168000000002,110,126,0.6899290083722737,0.3100709916277264
34,2,34,0,12768.284,80,77,0.5640125772507497,0.4359874227492504
36,2,36,0,8565.537,80,64,0.5237647237438541,0.476235276256146
38,2,38,1,19471.289,124,110,0.4618829302841985,0.5381170697158015
40,2,40,1,10371.722,128,110,0.5031952900920847,0.4968047099079153
42,2,42,1,10341.341,54,50,0.5867229724351742,0.4132770275648257
44,2,44,0,3024.208,105,110,0.6603490653257267,0.3396509346742733
46,2,46,0,6204.749,96,80,0.7029910722964221,0.2970089277035779
48,2,48,0,4717.593,110,128,0.6789939761637203,0.3210060238362797
50,2,50,0,8381.153,110,119,0.6641581143597595,0.3358418856402406
52,2,52,1,6935.852,58,50,0.519667265317451,0.480332734682549
54,2,54,0,11231.186000000005,74,80,0.6000813229979467,0.3999186770020533
56,2,56,0,5129.3679999999995,66,80,0.7210360728376032,0.2789639271623968
58,2,58,0,13908.458999999999,94,110,0.5988733613757132,0.4011266386242867
60,2,60,0,9203.481,75,80,0.6044091113640488,0.3955908886359512
62,2,62,0,6342.498000000001,89,110,0.8033903166162111,0.1966096833837889
64,2,64,1,4594.054,110,98,0.6198421417082512,0.3801578582917488
66,2,66,1,7309.275,110,94,0.4605677567380204,0.5394322432619796
68,2,69,0,4408.831,98,110,0.6269108670150569,0.37308913298494295
70,2,71,1,5613.9659999999985,110,89,0.4802698404992732,0.5197301595007269
72,2,73,0,8499.643,110,105,0.5459209885504269,0.4540790114495731
74,2,75,1,15395.867,80,86,0.4890048062962432,0.5109951937037568
76,2,77,1,6820.168000000002,80,74,0.5314592317380658,0.4685407682619342
78,2,79,0,5123.042,69,80,0.6137370704336796,0.3862629295663204
80,2,81,1,4658.442,50,40,0.4415900615163803,0.5584099384836196
82,2,83,0,13829.928,115,110,0.5455990074260929,0.4544009925739071
84,2,85,1,12428.383,90,80,0.5038868631444758,0.4961131368555242
86,2,87,1,6153.953,93,80,0.517037375836457,0.4829626241635429
88,2,89,1,7037.482,88,80,0.5169414454074888,0.4830585545925112
90,2,91,0,5270.916,80,93,0.6851331262570924,0.3148668737429076
92,2,93,1,4572.768,50,41,0.4986589511523456,0.5013410488476545
94,2,95,1,8615.398000000001,80,85,0.6076252455352359,0.392374754464764
96,2,97,0,2722.327,41,50,0.6611261440400853,0.3388738559599147
98,2,99,0,8237.123,72,80,0.4947513812154696,0.5052486187845304
100,2,101,0,7812.105,43,50,0.6498722497896249,0.3501277502103751
102,2,103,0,7394.705,112,110,0.5558483583402003,0.44415164165979976
104,2,105,0,9956.088,50,51,0.5456980033503951,0.454301996649605
106,2,107,1,10567.69,50,49,0.6325756614970295,0.3674243385029705
108,2,109,0,9273.443000000001,80,82,0.5768623505061726,0.4231376494938274
110,2,111,0,13342.428,53,50,0.5741742970871252,0.4258257029128748
112,2,113,0,4339.5109999999995,67,80,0.7082394378491411,0.2917605621508589
114,2,115,0,4657.154,70,80,0.6098841368761634,0.3901158631238366
116,2,117,0,18900.494,110,115,0.6597055617790256,0.3402944382209743
118,2,119,0,8621.08,110,103,0.5847888632410168,0.4152111367589832
0,3,0,1,4612.844,110,131,0.5331378034722497,0.4668621965277503
2,3,2,0,3949.32,50,44,0.7031518624641834,0.2968481375358166
4,3,4,0,3063.877,42,50,0.678125,0.321875
6,3,6,0,3503.517000000001,78,80,0.6811750103697828,0.3188249896302172
8,3,8,1,4202.759,50,48,0.4249678850564052,0.5750321149435949
10,3,10,0,4765.607,46,50,0.5428268670518288,0.4571731329481711
12,3,12,0,2648.53,50,56,0.7073170731707317,0.2926829268292683
14,3,14,0,2249.129,110,124,0.607803647426079,0.3921963525739211
16,3,16,0,1595.809,64,80,0.6986893733559366,0.3013106266440634
18,3,18,1,3256.513,101,110,0.4584219643682326,0.5415780356317673
20,3,20,0,2088.328,50,42,0.598893499308437,0.40110650069156295
22,3,22,1,3153.39,77,80,0.4630778136111801,0.5369221863888199
24,3,24,0,1597.213,44,50,0.6383083986542523,0.3616916013457477
26,3,26,1,3544.6479999999997,50,46,0.4582319545823195,0.5417680454176804
28,3,28,1,2793.11,133,110,0.4506172102336283,0.5493827897663717
30,3,30,1,3968.847,126,110,0.4082806210465785,0.5917193789534215
32,3,32,0,2112.499,110,126,0.618020304568528,0.3819796954314721
34,3,34,0,3646.655,80,77,0.7505651846269782,0.2494348153730219
36,3,36,1,4104.806,80,64,0.4057108863771565,0.5942891136228435
38,3,38,1,5902.977,124,110,0.4177185199553186,0.5822814800446814
40,3,40,1,2874.212,128,110,0.5899403239556692,0.4100596760443308
42,3,42,0,3598.064000000001,54,50,0.6001333724425458,0.39986662755745417
44,3,44,0,3112.865,105,110,0.7280779450841453,0.27192205491585475
46,3,46,0,1983.844,96,80,0.6633473489184163,0.3366526510815837
48,3,48,0,1740.578,110,128,0.6444947573432744,0.3555052426567256
50,3,50,0,3192.21,110,119,0.5122978989434273,0.4877021010565728
52,3,52,0,2021.154,58,50,0.638904892838702,0.361095107161298
54,3,54,0,2458.908,74,80,0.6678807096733157,0.3321192903266843
56,3,57,1,2938.959000000001,50,59,0.4464579901153213,0.5535420098846787
58,3,59,1,6006.701,110,87,0.4536198844889365,0.5463801155110635
60,3,61,0,2171.165,50,45,0.5453152347443707,0.4546847652556293
62,3,63,0,6749.729,80,94,0.5849314804956102,0.4150685195043898
64,3,65,1,4327.1,94,80,0.3703073414791872,0.6296926585208128
66,3,67,0,2153.141,80,66,0.6657929226736566,0.33420707732634336
68,3,69,0,3790.565,98,110,0.5629426447362259,0.4370573552637741
70,3,71,1,5071.439,110,89,0.4719965797349295,0.5280034202650705
72,3,73,0,1915.1879999999999,110,105,0.6311346987517795,0.3688653012482205
74,3,75,0,3215.5429999999997,80,86,0.5544417461691886,0.4455582538308113
76,3,77,1,2795.6940000000004,80,74,0.4943619940157834,0.5056380059842166
78,3,79,0,2171.063,69,80,0.6318209124632433,0.3681790875367566
80,3,81,1,2569.653,50,40,0.4670932358318099,0.5329067641681902
82,3,83,0,1816.44,115,110,0.6732271634615384,0.3267728365384615
84,3,85,1,3388.941,90,80,0.4004528596294294,0.5995471403705707
86,3,87,1,4191.488,93,80,0.54532459576364,0.45467540423636
88,3,89,1,2866.639,88,80,0.4173103281431045,0.5826896718568955
90,3,91,0,1790.7120000000002,80,93,0.5844389151016448,0.4155610848983553
92,3,93,1,2421.5879999999997,50,41,0.2719626168224299,0.7280373831775699
94,3,96,0,1895.259,60,50,0.6443068036064525,0.3556931963935475
96,3,98,0,5673.799,110,96,0.543354943273906,0.45664505672609396
98,3,100,0,1521.761,49,50,0.6493668810052989,0.3506331189947009
100,3,102,0,2040.4460000000001,51,50,0.5357002717171867,0.4642997282828133
102,3,104,1,4915.3420000000015,40,50,0.3985558316185564,0.6014441683814437
104,3,106,1,2987.0490000000004,85,80,0.3848391383654239,0.6151608616345762
106,3,108,0,3238.171,50,43,0.5518831667947732,0.4481168332052268
108,3,110,0,1673.779,50,60,0.6097984263748091,0.390201573625191
110,3,112,1,3245.341,122,110,0.3449008498583569,0.6550991501416431
112,3,114,1,3971.055,80,67,0.3144475920679887,0.6855524079320113
114,3,116,0,3063.151,110,122,0.5653518948182521,0.4346481051817479
116,3,118,0,2274.323,110,112,0.5922077922077922,0.4077922077922078
0,4,0,0,14824.896999999999,110,131,0.5494255903714125,0.4505744096285874
2,4,2,0,9357.174,50,44,0.4964620416413254,0.5035379583586747
4,4,4,0,1900.5720000000001,42,50,0.6136032172818685,0.3863967827181316
6,4,6,0,1821.4389999999999,78,80,0.6173498656383279,0.38265013436167206
8,4,8,0,4593.317,50,48,0.5499178565607977,0.4500821434392022
10,4,10,0,4057.3509999999997,46,50,0.5568142934437487,0.44318570655625134
12,4,12,0,3201.176,50,56,0.5642926145832745,0.4357073854167256
14,4,14,0,15422.37,110,124,0.527090615756924,0.4729093842430761
16,4,17,1,19852.526,83,80,0.4925107837615883,0.5074892162384117
18,4,19,1,6802.71,56,50,0.4446674220116473,0.5553325779883527
20,4,21,0,8088.222,110,117,0.4880308078991135,0.5119691921008865
22,4,23,0,2068.719,80,91,0.624874023838545,0.3751259761614551
24,4,25,0,1555.129,50,57,0.6087007911879124,0.3912992088120876
26,4,28,0,1996.359,133,110,0.6603396941590276,0.3396603058409724
28,4,30,1,9458.254,126,110,0.474104800239668,0.525895199760332
30,4,32,0,6732.5019999999995,110,126,0.6000001302400878,0.3999998697599122
32,4,34,0,10629.362,80,77,0.506753132733444,0.49324686726655603
34,4,36,1,7210.473000000001,80,64,0.6227104749383137,0.3772895250616864
36,4,38,0,6443.4230000000025,124,110,0.5925773862431105,0.4074226137568896
38,4,40,1,5514.536,128,110,0.5072782206986717,0.4927217793013284
40,4,42,0,9801.449,54,50,0.38746377711896135,0.6125362228810387
42,4,44,0,3591.975,105,110,0.5718961346325242,0.4281038653674758
44,4,46,0,4914.518,96,80,0.4778825176679918,0.5221174823320082
46,4,48,0,1810.596,110,128,0.6289648983536396,0.3710351016463604
48,4,50,0,2444.855,110,119,0.675091804665917,0.324908195334083
50,4,52,0,15007.925,58,50,0.5795622883285612,0.4204377116714389
52,4,54,0,1860.5839999999998,74,80,0.5531679118387522,0.4468320881612477
54,4,56,0,7942.371,66,80,0.5110055131570889,0.4889944868429111
56,4,58,0,1639.8129999999999,94,110,0.5815773801544182,0.41842261984558177
58,4,60,0,1652.721,75,80,0.3984201601650456,0.6015798398349543
60,4,62,0,1650.025,89,110,0.6244820894739602,0.3755179105260397
62,4,64,0,1869.81,110,98,0.6717459455310808,0.3282540544689192
64,4,66,0,1844.599,110,94,0.5858743509846005,0.4141256490153995
66,4,68,0,1544.7620000000006,50,54,0.6078760678441881,0.3921239321558119
68,4,70,0,5245.960999999998,50,52,0.4382399354979068,0.5617600645020931
70,4,72,0,5721.714,87,110,0.5613336748826775,0.43866632511732256
72,4,74,0,1696.6979999999999,80,96,0.558320647067841,0.441679352932159
74,4,76,0,1864.389,50,55,0.5832330926972721,0.4167669073027279
76,4,78,0,1591.685,45,50,0.5452225161260383,0.4547774838739617
78,4,80,0,7326.800999999998,50,53,0.535596415794983,0.4644035842050171
80,4,82,0,6994.066,80,88,0.4471874354193601,0.5528125645806399
82,4,85,0,10888.107,90,80,0.3834366184485262,0.6165633815514738
84,4,87,1,3698.599,93,80,0.5873137527862958,0.41268624721370417
86,4,89,1,5217.47,88,80,0.453501804024472,0.5464981959755281
88,4,91,0,1715.8470000000002,80,93,0.6344282425072478,0.36557175749275217
90,4,93,0,19264.999,50,41,0.5560033264944689,0.4439966735055309
92,4,95,0,17362.41,80,85,0.5730883672323673,0.4269116327676327
94,4,97,0,4098.332,41,50,0.4665921491010033,0.5334078508989968
96,4,100,0,13825.958999999999,49,50,0.612050036348697,0.38794996365130296
98,4,102,0,6932.071999999999,51,50,0.4630979737035338,0.5369020262964662
100,4,104,0,1712.77,40,50,0.6170745795933202,0.38292542040667976
102,4,106,0,18617.121,85,80,0.4592826533117699,0.5407173466882301
104,4,108,0,17355.536,50,43,0.575389953398469,0.424610046601531
106,4,110,0,5798.199000000001,50,60,0.5493648110402019,0.4506351889597982
108,4,112,1,8212.237,122,110,0.4797081858791414,0.5202918141208586
110,4,114,1,8415.61,80,67,0.3836737893785316,0.6163262106214684
112,4,116,0,2157.263,110,122,0.6254914163339244,0.3745085836660757
114,4,118,0,3564.241,110,112,0.599690629256616,0.40030937074338396
0,5,0,0,7222.438,110,131,0.5142266849392386,0.4857733150607614
2,5,2,1,3295.6459999999997,50,44,0.5449961666062174,0.4550038333937825
4,5,4,0,4044.965,42,50,0.5398927721309921,0.4601072278690079
6,5,6,0,2478.845,78,80,0.6660399258771542,0.3339600741228457
8,5,8,0,7215.97,50,48,0.4864957719317345,0.5135042280682655
10,5,10,1,7185.6,46,50,0.3968324321129924,0.6031675678870076
12,5,12,0,5181.088,50,56,0.5303372641787599,0.4696627358212401
14,5,14,0,4647.5920000000015,110,124,0.5727796136554665,0.4272203863445335
16,5,16,0,3464.902,64,80,0.5574824302462866,0.44251756975371337
18,5,18,0,5499.503000000002,101,110,0.5228682308778172,0.4771317691221828
20,5,20,0,3607.382,50,42,0.5763409841167378,0.42365901588326216
22,5,22,0,6240.307,77,80,0.5665895370023357,0.4334104629976643
24,5,24,0,4812.778,44,50,0.6135453629922338,0.38645463700776617
26,5,26,0,7967.58,50,46,0.4808796649840514,0.5191203350159486
28,5,28,1,3779.256,133,110,0.5049777366468371,0.495022263353163
30,5,30,1,3665.191,126,110,0.4659225337105736,0.5340774662894264
32,5,32,0,4058.527,110,126,0.564135280676038,0.43586471932396204
34,5,34,0,5471.9169999999995,80,77,0.5013113926590032,0.4986886073409969
36,5,36,1,2750.297,80,64,0.535063756646555,0.4649362433534449
38,5,38,1,1710.4089999999999,124,110,0.5024138121824538,0.4975861878175462
40,5,40,1,4242.3009999999995,128,110,0.5082522782408373,0.4917477217591627
42,5,42,1,4276.049,54,50,0.4548946148619873,0.5451053851380128
44,5,44,0,3549.203,105,110,0.5951779488405394,0.40482205115946057
46,5,46,0,10385.769,96,80,0.5247118378218497,0.4752881621781504
48,5,48,0,4631.856,110,128,0.504947931053533,0.4950520689464671
50,5,50,0,3151.8309999999997,110,119,0.545881091781409,0.45411890821859097
52,5,52,0,5032.219,58,50,0.5419349558174196,0.4580650441825804
54,5,54,0,2841.384,74,80,0.565076346196048,0.43492365380395204
56,5,56,0,3893.3379999999997,66,80,0.5929561636690993,0.40704383633090063
58,5,58,0,1955.1729999999998,94,110,0.6505163314638001,0.34948366853619994
60,5,60,1,11520.601999999999,75,80,0.5168502862278209,0.48314971377217897
62,5,62,0,3483.968,89,110,0.5409197551894189,0.4590802448105811
64,5,64,1,2644.9109999999996,110,98,0.5026603990844104,0.4973396009155896
66,5,66,0,3971.2870000000003,110,94,0.5938541125018875,0.4061458874981125
68,5,68,1,4680.479,50,54,0.4260687942319283,0.5739312057680718
70,5,70,1,4514.502,50,52,0.5163287871897322,0.4836712128102678
72,5,72,1,3215.42,87,110,0.4605907075824745,0.5394092924175254
74,5,74,1,7330.5480000000025,80,96,0.4903552332681939,0.509644766731806
76,5,76,1,4450.724,50,55,0.5073632842137406,0.4926367157862595
78,5,78,1,4154.848,45,50,0.5372742750286081,0.4627257249713919
80,5,80,0,4333.5,50,53,0.5755292895181192,0.4244707104818808
82,5,82,0,2821.7990000000004,80,88,0.5389457751502269,0.4610542248497731
84,5,84,1,5363.299,103,110,0.4971769183938502,0.5028230816061497
86,5,86,0,7097.294,80,72,0.5614220508940232,0.4385779491059769
88,5,88,0,5583.156999999997,80,90,0.5592676682735555,0.44073233172644455
90,5,90,0,5412.8780000000015,80,70,0.5675879414765104,0.4324120585234897
92,5,92,1,5185.66,82,80,0.5328928856390668,0.4671071143609333
94,5,94,0,7714.071,96,110,0.5239292743308498,0.4760707256691502
96,5,96,0,7420.130999999998,60,50,0.5702023126242591,0.4297976873757409
98,5,98,1,4468.544,110,96,0.5206090987873088,0.4793909012126912
100,5,100,1,4612.005,49,50,0.4606712235414696,0.5393287764585304
102,5,102,1,3959.6679999999997,51,50,0.5394964909134949,0.460503509086505
104,5,104,0,2095.772,40,50,0.6488167606018211,0.3511832393981788
106,5,106,1,4205.344,85,80,0.5086035159439278,0.4913964840560722
108,5,108,0,3668.3259999999996,50,43,0.5135125021049939,0.4864874978950061
110,5,110,0,3339.5570000000002,50,60,0.5602169237502906,0.4397830762497094
112,5,113,1,2600.832000000001,67,80,0.4790935411889818,0.5209064588110183
114,5,115,0,6219.534000000002,70,80,0.4841772375071656,0.5158227624928343
116,5,117,1,4581.567,110,115,0.4825156340949784,0.5174843659050217
118,5,119,1,5948.0819999999985,110,103,0.4982209856198358,0.5017790143801641
0,6,0,0,2260.55,110,131,0.6605388348354092,0.33946116516459085
2,6,2,0,2730.824,50,44,0.4733994589720469,0.5266005410279531
4,6,4,0,2012.6870000000001,42,50,0.7087739439260533,0.2912260560739467
6,6,7,1,2819.185,110,92,0.4573526377794103,0.5426473622205897
8,6,9,0,2697.941,110,101,0.7605879749630943,0.2394120250369057
10,6,11,0,2821.937,80,83,0.5638724548401426,0.43612754515985735
12,6,13,0,3235.244,50,47,0.6010818120351589,0.3989181879648411
14,6,15,0,2002.3220000000001,91,80,0.5934861278648975,0.40651387213510254
16,6,17,1,1772.886,83,80,0.29279060701414444,0.7072093929858557
18,6,19,1,5072.362,56,50,0.5132833417592604,0.4867166582407397
20,6,21,0,2989.604000000001,110,117,0.5693132451635821,0.4306867548364181
22,6,23,0,3503.513,80,91,0.5521035598705502,0.44789644012944985
24,6,25,0,2388.186,50,57,0.7034146341463414,0.2965853658536585
26,6,27,1,3299.362,110,108,0.3482410405868089,0.6517589594131911
28,6,29,1,2604.156,131,110,0.4813585227752056,0.5186414772247944
30,6,31,0,3169.172,110,133,0.5988154994076156,0.4011845005923845
32,6,33,0,2595.24,48,50,0.6030485868529691,0.3969514131470309
34,6,35,1,3866.4240000000004,117,110,0.5345173987757675,0.4654826012242325
36,6,37,0,1925.797,80,78,0.6045321126871335,0.3954678873128665
38,6,39,0,2478.857,92,110,0.57827633137156,0.42172366862843996
40,6,41,0,1891.933,50,58,0.7054958076632541,0.29450419233674585
42,6,43,1,2331.542,80,69,0.4390046399839155,0.5609953600160845
44,6,45,0,1920.1979999999999,55,50,0.6508342944207552,0.3491657055792448
46,6,47,1,3917.63,80,75,0.4569279762590294,0.5430720237409706
48,6,49,1,3836.994,59,50,0.4748091042865897,0.5251908957134103
50,6,51,0,3061.2990000000004,52,50,0.5610718583614251,0.4389281416385749
52,6,53,0,1484.713,119,110,0.614483578745903,0.3855164212540971
54,6,55,0,1606.882,86,80,0.6589969639267502,0.3410030360732497
56,6,57,0,1658.101,50,59,0.6075695778440208,0.3924304221559792
58,6,59,1,2684.756,110,87,0.4506363459558946,0.5493636540441054
60,6,61,0,1805.868,50,45,0.6348912122344413,0.36510878776555866
62,6,63,0,1571.4270000000001,80,94,0.6554234994083352,0.3445765005916648
64,6,65,1,3221.795,94,80,0.4615189635903674,0.5384810364096326
66,6,67,1,2997.993,80,66,0.5059558071781488,0.4940441928218512
68,6,69,1,2413.601,98,110,0.5005170630816961,0.499482936918304
70,6,71,1,2263.326,110,89,0.4598309638192246,0.5401690361807754
72,6,73,0,3962.3990000000003,110,105,0.5391238409323413,0.4608761590676586
74,6,75,0,1457.779,80,86,0.6460677574837314,0.35393224251626865
76,6,77,0,2361.97,80,74,0.5884486282396867,0.4115513717603133
78,6,79,0,1816.2379999999998,69,80,0.6921621759169037,0.3078378240830964
80,6,81,1,2851.458,50,40,0.4293394715154581,0.570660528484542
82,6,83,1,1463.681,115,110,0.3631318804206718,0.6368681195793282
84,6,85,1,2120.2,90,80,0.4994382596261874,0.5005617403738126
86,6,87,1,3189.212,93,80,0.5260686642644417,0.4739313357355584
88,6,89,0,1940.5279999999998,88,80,0.6545249201160612,0.3454750798839388
90,6,91,0,1528.134,80,93,0.6537079483769996,0.3462920516230004
92,6,93,0,1663.2060000000001,50,41,0.5616116618934218,0.4383883381065781
94,6,95,0,2646.513,80,85,0.5978303753087154,0.4021696246912845
96,6,97,0,1225.74,41,50,0.5531004852599881,0.4468995147400119
98,6,99,0,1310.065,72,80,0.5818428911018895,0.4181571088981105
100,6,101,0,1245.218,43,50,0.5398852397102044,0.4601147602897956
102,6,103,0,1597.046,112,110,0.6549823617042118,0.3450176382957883
104,6,105,0,1592.751,50,51,0.5836168244558578,0.41638317554414206
106,6,107,0,1656.356,50,49,0.6823850763334534,0.3176149236665467
108,6,109,0,1550.981,80,82,0.6259152374002287,0.3740847625997713
110,6,111,0,1716.808,53,50,0.7187175443320383,0.2812824556679617
112,6,113,0,1385.53,67,80,0.6188193386765207,0.3811806613234792
114,6,115,0,1404.849,70,80,0.6068590754279519,0.39314092457204797
116,6,117,0,1465.382,110,115,0.6457758375039949,0.35422416249600513
118,6,119,1,1191.365,110,103,0.4206462892678937,0.5793537107321063
0,7,0,0,2540.528,110,131,0.7056832563204521,0.294316743679548
2,7,2,0,1677.886,50,44,0.6347547572189451,0.3652452427810549
4,7,4,0,2389.2870000000007,42,50,0.7151084580268192,0.2848915419731808
6,7,6,0,3784.675,78,80,0.605723106314937,0.39427689368506297
8,7,9,0,12620.652,110,101,0.4255432230035092,0.5744567769964908
10,7,11,0,3521.427,80,83,0.6274516460778621,0.3725483539221379
12,7,13,0,8080.843000000003,50,47,0.6116477051858471,0.3883522948141529
14,7,15,0,4362.292,91,80,0.6093006723505612,0.3906993276494388
16,7,17,0,3561.9,83,80,0.5744177099055906,0.4255822900944094
18,7,19,0,11508.136,56,50,0.5411001225354766,0.4588998774645234
20,7,21,0,2590.077,110,117,0.738232661977919,0.26176733802208096
22,7,23,0,4699.779,80,91,0.6544887125286745,0.3455112874713255
24,7,25,0,3551.735,50,57,0.6640680981969416,0.33593190180305843
26,7,27,0,11565.877,110,108,0.5515887183148875,0.4484112816851125
28,7,30,1,8813.949,126,110,0.4871555452776199,0.51284445472238
30,7,32,0,3519.583,110,126,0.7445462276436529,0.25545377235634714
32,7,34,0,2326.993,80,77,0.6805932052703978,0.3194067947296022
34,7,36,1,3836.047,80,64,0.6383086210319605,0.3616913789680393
36,7,38,1,10925.698999999999,124,110,0.6147782171506256,0.3852217828493744
38,7,40,1,5965.564,128,110,0.4965615817574722,0.5034384182425278
40,7,42,1,4079.5959999999995,54,50,0.37168818608947946,0.6283118139105205
42,7,44,0,6977.5909999999985,105,110,0.5681182499786341,0.4318817500213659
44,7,46,1,2606.052,96,80,0.5639039955470192,0.4360960044529808
46,7,48,1,3149.8759999999997,110,128,0.4693368890426226,0.5306631109573775
48,7,50,0,2000.422,110,119,0.6845397524835007,0.3154602475164993
50,7,52,1,11412.856000000002,58,50,0.5695295803095421,0.4304704196904578
52,7,54,0,1918.664,74,80,0.6905099791660376,0.3094900208339624
54,7,57,0,1981.838,50,59,0.7151820846306879,0.28481791536931217
56,7,59,1,2720.901,110,87,0.5141243139877175,0.4858756860122826
58,7,61,1,7470.791999999998,50,45,0.4866118508955308,0.5133881491044692
60,7,63,0,1912.7979999999998,80,94,0.6648916013066095,0.3351083986933905
62,7,65,0,3841.3520000000003,94,80,0.6156487998983676,0.3843512001016323
64,7,67,1,12776.036,80,66,0.5521970990908283,0.4478029009091717
